bellman_residual,iterations,profile_status,arrival_probability,prefill_completion_probability,decode_completion_probability,prefill_energy_j,decode_energy_j,idle_energy_j
9.833911462919787e-11,2480,engineering_proxy_not_measured,0.16745301220679842,0.2442609569322649,0.41765348648152967,5.0,4.4,1.9000000000000001
