bellman_residual,iterations,profile_status,arrival_probability,prefill_completion_probability,decode_completion_probability,prefill_energy_j,decode_energy_j,idle_energy_j
9.822542779147625e-11,2454,measured_l4,0.07064523793151412,0.14320607557310372,0.199906729107431,6.42721920289855,6.273990733688755,2.339
