time_s,charge_current_a,soc,clean_voltage_v,measured_voltage_v
46.5,0.0,0.20277777777777775,3.2386169354956333,3.2393204805889644
47.0,0.0,0.20277777777777775,3.2382989866066914,3.2398783592587845
47.5,0.0,0.20277777777777775,3.2379875930891036,3.238408803733382
48.0,0.0,0.20277777777777775,3.237682619778617,3.236936467781026
48.5,0.0,0.20277777777777775,3.2373839342982285,3.237681065807866
49.0,0.0,0.20277777777777775,3.2370914070823242,3.2370747878813435
49.5,0.0,0.20277777777777775,3.236804911191429,3.236601170469041
50.0,0.0,0.20277777777777775,3.236524322266098,3.2357898511675507
50.5,0.0,0.20277777777777775,3.2362495185099123,3.236636778265855
51.0,0.0,0.20277777777777775,3.2359803806366614,3.236288260263027
51.5,0.0,0.20277777777777775,3.2357167918186374,3.235623807691061
52.0,0.0,0.20277777777777775,3.2354586375842427,3.235236949644542
52.5,0.0,0.20277777777777775,3.235205805919527,3.2339208893489872
53.0,0.0,0.20277777777777775,3.2349581870764674,3.234472011409326
53.5,0.0,0.20277777777777775,3.2347156737528917,3.2359221234242384
54.0,0.0,0.20277777777777775,3.234478160575141,3.234287602318275
54.5,0.0,0.20277777777777775,3.2342455444438296,3.2328058471269916
55.0,0.0,0.20277777777777775,3.2340177243846724,3.235352167191624
55.5,0.0,0.20277777777777775,3.233794601504741,3.2343248669132243
56.0,0.0,0.20277777777777775,3.233576078911242,3.2356841659398676
56.5,0.0,0.20277777777777775,3.233362061783691,3.2334245739530827
57.0,0.0,0.20277777777777775,3.2331524572225288,3.232691072643477
57.5,0.0,0.20277777777777775,3.2329471742438294,3.231499529545054
58.0,0.0,0.20277777777777775,3.2327461237398114,3.234069962109875
58.5,0.0,0.20277777777777775,3.2325492191284093,3.2351187306413998
59.0,0.0,0.20277777777777775,3.2323563742450583,3.2315354393078346
59.5,0.0,0.20277777777777775,3.232167505386515,3.2315204177462906
60.0,0.0,0.20277777777777775,3.2319825305752987,3.2325787193739712
60.5,0.0,0.20277777777777775,3.2318013695241112,3.230971024088698
61.0,0.0,0.20277777777777775,3.231623943600987,3.231353385233995
61.5,0.0,0.20277777777777775,3.231450175818614,3.231100338119172
62.0,0.0,0.20277777777777775,3.2312799907662075,3.2314719496534994
62.5,0.0,0.20277777777777775,3.231113314571531,3.232208133014932
63.0,0.0,0.20277777777777775,3.230950074884761,3.230972142474475
63.5,0.0,0.20277777777777775,3.2307902008327014,3.2317091109284815
64.0,0.0,0.20277777777777775,3.2306336230292425,3.230213734133242
64.5,0.0,0.20277777777777775,3.230480273508343,3.2308080720440664
65.0,0.0,0.20277777777777775,3.230330085705507,3.228191860115994
65.5,0.0,0.20277777777777775,3.2301829944288922,3.2287330463621107
66.0,0.0,0.20277777777777775,3.230038935831021,3.2308348492437027
66.5,0.0,0.20277777777777775,3.2298978473810704,3.2293076979820294
67.0,0.0,0.20277777777777775,3.2297596678427642,3.230339582766237
67.5,0.0,0.20277777777777775,3.2296243372915607,3.2301666815463754
68.0,0.0,0.20277777777777775,3.229491796984332,3.230814075842569
68.5,0.0,0.20277777777777775,3.229361989388533,3.230173848448209
69.0,0.0,0.20277777777777775,3.2292348581572505,3.2302518495074173
69.5,0.0,0.20277777777777775,3.229110348104788,3.2289986767741237
70.0,0.0,0.20277777777777775,3.228988405159061,3.2282901199824985
