seed,update,environment_steps,elapsed_seconds,mean_step_reward,mean_episode_return,episodes_completed,minimum_tension,mean_command_speed,approximate_kl,clip_fraction,entropy,gradient_norm,loss,policy_loss,value_loss
0,1,2048,6.796449749963358,-0.00615794041017704,nan,0,-177.56228650847657,0.4777931073358471,0.013006181904531813,0.2001953125,1.202625323876881,0.8045046710851248,-0.004529642384344017,-0.0192988370684224,0.031943640015910525
0,2,4096,6.845134082948789,-0.004673988037178717,nan,0,-170.22751385663267,0.48146369682489243,0.009175406944481879,0.1395263671875,1.2128642047653462,0.9298286559914599,0.0020522323353200575,-0.015438971637167679,0.03740813635450616
0,3,6144,6.894378833007067,-0.0060640214829574155,nan,0,-152.7337552841993,0.46837194515860214,0.008681490567739328,0.130859375,1.1840684354547308,1.0395852294137926,-0.0013100958260462339,-0.013394999967586868,0.026537945153990723
0,4,8192,6.943318875040859,-0.0055990018188877486,nan,0,-187.23692279474344,0.4909805116149356,0.009771794887553288,0.14013671875,1.1815185471007346,1.0239362313720273,0.003907463647037201,-0.01181145664229212,0.03380087767286011
0,5,10240,6.991650624899194,-0.0050419907859748335,nan,0,-189.2625383738552,0.46565823646411286,0.011941995942897413,0.1729736328125,1.13398599752179,0.9992985274774739,-0.003096386127234771,-0.018307857812404592,0.032690915365383225
0,6,12288,7.040274000028148,-0.0038508242112701794,nan,0,-182.53196259778977,0.4710905678668926,0.010487851131266959,0.1552734375,1.069131092221318,1.0989996533734454,-0.0015254183165035193,-0.016107306172731605,0.03130203789689881
0,7,14336,7.088713125092909,-0.0020139658441327936,-8.505477465309054,8,-197.09388199639838,0.5095755295631683,0.01116419328548357,0.1663818359375,1.018871983570663,1.0331222035568597,-0.0021271954103641447,-0.01787451083802345,0.03353237482245993
0,8,16384,7.139848999911919,-0.004744100252503663,nan,0,-192.21587765898286,0.44498643287804734,0.009416782212307963,0.1361083984375,0.9686858382204686,1.0338973113257075,-0.0013660709317337002,-0.014657295005445211,0.028519819823863965
0,9,18432,7.188266874989495,-0.005183497017782656,nan,0,-190.39483481614386,0.47305811882089877,0.009919061641896688,0.1431884765625,0.877363909256523,1.0863688102791202,-0.004124198942283811,-0.014817102810886792,0.02314053555571901
0,10,20480,7.236559791024774,-0.005760017898586618,nan,0,-186.33584744350838,0.4389546745478096,0.01053875774932735,0.16650390625,0.7990698775224881,1.016675337012647,-0.009545714593818208,-0.01747003631979716,0.01744678320700288
0,11,22528,7.285059916088358,-0.005182859678647757,nan,0,-193.5822010260237,0.45317114409198567,0.008477496121172151,0.1259765625,0.6587353548922313,1.1760707575759866,-0.004306930067047898,-0.012369346133416437,0.017442302842521545
0,12,24576,7.333701082970947,-0.005804361208971555,nan,0,-185.75350447927568,0.4586649640603454,0.011475495086802706,0.166259765625,0.5857791481205904,1.2475406983467403,-0.010922645410586445,-0.017457790968586247,0.014241849412240784
0,13,26624,7.382840333040804,0.002969175970263633,-7.406904528272509,8,-205.25671871039162,0.4979712053264346,0.0072294145855562545,0.101318359375,0.47973588952747187,0.992602519039777,0.009377557619968111,-0.007371268916536811,0.034457124852064785
0,14,28672,7.43074637488462,-0.005916594190053458,nan,0,-184.95509398046508,0.4449440111574805,0.008503004061802528,0.12646484375,0.36497795155056967,1.097753212043564,-0.008252944506670832,-0.013399770912563167,0.011023608714885811
0,15,30720,7.479027875000611,-0.005268881951480183,nan,0,-181.07320516036506,0.4412218718480655,0.008591869003227304,0.119384765625,0.2690315231773881,1.2652283526586734,-0.007977131011172534,-0.012723938638951063,0.010031678301911828
0,16,32768,7.528174333041534,-0.005516407980683088,nan,0,-196.2197678793007,0.4605337120678148,0.009086831964603269,0.12939453125,0.14541171410950177,1.001059194922816,-0.008395300325847573,-0.011958899415767481,0.007418021608058818
0,17,34816,7.576726207975298,-0.005547917098651985,nan,0,-192.0934162370388,0.4444119554088113,0.009054888495895197,0.1282958984375,-0.027043194562172787,1.6648244056437922,-0.009304882614092073,-0.012261693009808585,0.00585953440230868
0,18,36864,7.6252598750870675,-0.005766186574195247,nan,0,-178.29465395278172,0.45382437805277814,0.011628909744303402,0.1732177734375,-0.11421297783044407,1.2574052810876495,-0.013434669108331576,-0.016259506227452102,0.005421248282580169
0,19,38912,7.672995165921748,0.00419856606247787,-6.948359115709609,8,-185.71887388224766,0.46414977405780106,0.005863745808513836,0.078857421875,-0.27920548073721263,1.0161992703528495,0.013916887138022735,-0.004596921921513163,0.03646920715759737
0,20,40960,7.72268783301115,-0.005558016925695762,nan,0,-204.38791301545294,0.4664223430399901,0.008756724119298518,0.1259765625,-0.3592275441584126,1.3336611156587108,-0.006924584013102706,-0.010351559278875926,0.006135495443229619
0,21,43008,7.770073208026588,-0.0054705370593359295,nan,0,-139.80855951760043,0.43849368425409924,0.009519362015245399,0.126708984375,-0.5169047366838333,1.4670812859650681,-0.009198109560850602,-0.011560354627729965,0.0036906806603910613
0,22,45056,7.819818000076339,-0.005831435084040242,nan,0,-176.60498798422415,0.4438781950905471,0.008171708440131334,0.1201171875,-0.705193038630312,1.1103883070784484,-0.011443591234227862,-0.013458417128701116,0.0026192657116858808
0,23,47104,7.8692940410692245,-0.005855797276331498,nan,0,31.135456601234342,0.4855965915087668,0.007775397975643725,0.107421875,-0.7703876001741021,1.3390958546290492,-0.007657162544877481,-0.010030860367121627,0.003206620444140088
0,24,49152,7.916300999931991,-0.005572429974044078,nan,0,-9.528953220417876,0.4598205533627011,0.008661414775498658,0.1307373046875,-0.9588161964355129,1.5652283640626399,-0.007211057422403111,-0.009490472611290428,0.0026411979849036123
0,25,51200,7.9680255830753595,-0.005982324348911298,-6.629269790613405,8,12.969703155281087,0.4427237596200241,0.00716326916625715,0.0968017578125,-1.0826431876098663,1.3656019272842133,-0.006358624817938953,-0.008400581660829555,0.0019186273105614774
0,26,53248,12.68787729088217,0.005245007221197617,nan,0,-5.793380723558164,0.44537364788637923,0.006317235963931079,0.0831298828125,-1.1719904297068617,0.9375143858091959,0.01837034766579361,-0.0027506040317045923,0.03989792253558268
0,27,55296,12.736865333048627,-0.005788797629264796,nan,0,53.25844568770314,0.43920804506688094,0.006516707076248035,0.088623046875,-1.3162361520143269,1.2074427567753343,-0.005665758038935325,-0.007872531449419934,0.0017810745169405653
0,28,57344,12.785702791064978,-0.005750885232031867,nan,0,112.81132604138902,0.4234590416412086,0.007603185532995915,0.10546875,-1.4129969201664743,1.2958771061573728,-0.0058169296397881385,-0.00788879688216849,0.0013177406444277494
