seed,checkpoint_target,environment_steps,elapsed_seconds,episode_count,success_rate,return_mean,return_standard_deviation,conditional_time_to_rotation,integrated_effort_mean,minimum_tension_mean,minimum_tension_worst,negative_tension_rate_mean,checkpoint,showcase_trace
0,0,0,6.249174475669861e-07,100,0.0,-8.024145638072218,0.014671054316669933,nan,0.002007453356647629,488.2281084848007,485.9799722462002,0.0,seed_0/checkpoints/step_0000000.npz,seed_0/showcase/step_0000000.npz
0,50000,51200,7.968758875038475,100,0.0,-5.104967335986754,0.020869609136960933,nan,0.29167129236658945,394.37364354884465,391.5991389313444,0.0,seed_0/checkpoints/step_0051200.npz,seed_0/showcase/step_0051200.npz
0,100000,100352,13.816573332995176,100,0.0,-4.9936184130243175,0.019659612397796827,nan,0.2878374643859022,390.9553817994579,388.07571858357653,0.0,seed_0/checkpoints/step_0100352.npz,seed_0/showcase/step_0100352.npz
0,150000,151552,19.80500483303331,100,0.0,-4.991918805271705,0.02454153369503117,nan,0.4478933727334591,390.6474318622492,387.7490996113172,0.0,seed_0/checkpoints/step_0151552.npz,seed_0/showcase/step_0151552.npz
0,200000,200704,25.737339165993035,100,0.0,-5.024644164818504,0.039785620912302436,nan,0.9134980397214788,390.53268077567424,387.63633741474865,0.0,seed_0/checkpoints/step_0200704.npz,seed_0/showcase/step_0200704.npz
0,250000,251904,31.9469959998969,100,0.0,-5.0777706165719,0.06402258456331517,nan,1.6121363197754623,390.470081525804,387.55100930222727,0.0,seed_0/checkpoints/step_0251904.npz,seed_0/showcase/step_0251904.npz
0,300000,301056,38.017193750012666,100,0.0,-5.116150445503274,0.08369004944543758,nan,2.0554801513125867,390.48057981537727,387.6206146423097,0.0,seed_0/checkpoints/step_0301056.npz,seed_0/showcase/step_0301056.npz
0,350000,350208,44.26712166587822,100,0.0,-5.126390970588002,0.08798322374680229,nan,2.17191465507754,390.5100054246757,387.5296045655041,0.0,seed_0/checkpoints/step_0350208.npz,seed_0/showcase/step_0350208.npz
0,400000,401408,50.637162040919065,100,0.0,-5.1728714155354725,0.11078916831191563,nan,2.713397999331861,390.57320738512004,387.658437223459,0.0,seed_0/checkpoints/step_0401408.npz,seed_0/showcase/step_0401408.npz
0,450000,450560,56.799359458032995,100,0.0,-5.159791111297047,0.10654124932029796,nan,2.5019535540073305,390.5988534446481,387.65452927306404,0.0,seed_0/checkpoints/step_0450560.npz,seed_0/showcase/step_0450560.npz
0,500000,501760,63.02372512500733,100,0.0,-5.14434707474765,0.09951404353084689,nan,2.2899491411670403,390.70735179664763,387.4735214622238,0.0,seed_0/checkpoints/step_0501760.npz,seed_0/showcase/step_0501760.npz
0,550000,550912,69.4199519159738,100,0.0,-5.134987658873043,0.09738233289112443,nan,2.1481895583084443,390.6603091311206,387.51100749668234,0.0,seed_0/checkpoints/step_0550912.npz,seed_0/showcase/step_0550912.npz
0,600000,600064,75.69091708306223,100,0.0,-5.151167693966543,0.10587730794603545,nan,2.315055909579227,390.72401983340865,387.59973095132375,0.0,seed_0/checkpoints/step_0600064.npz,seed_0/showcase/step_0600064.npz
0,650000,651264,82.00316366599873,100,0.0,-5.144958203159035,0.10364971800010342,nan,2.2283574138306337,390.74271923600963,387.5800347686586,0.0,seed_0/checkpoints/step_0651264.npz,seed_0/showcase/step_0651264.npz
0,700000,700416,88.11591474991292,100,0.0,-5.133246477276955,0.09895744733061355,nan,2.07296095970333,390.7195061539689,387.5613275087298,0.0,seed_0/checkpoints/step_0700416.npz,seed_0/showcase/step_0700416.npz
0,750000,751616,94.36558379093185,100,0.0,-5.138450517819873,0.10275299349378093,nan,2.0646237910940233,390.6316756000674,388.2646957909814,0.0,seed_0/checkpoints/step_0751616.npz,seed_0/showcase/step_0751616.npz
0,800000,800768,100.68324154103175,100,0.0,-5.141846026462978,0.10479303942370412,nan,2.0982393317177577,390.6543135570507,388.3412552406518,0.0,seed_0/checkpoints/step_0800768.npz,seed_0/showcase/step_0800768.npz
0,850000,851968,106.92164691607468,100,0.0,-5.152610612334315,0.10985388070129873,nan,2.262624338736731,390.7559661275589,387.88163813930265,0.0,seed_0/checkpoints/step_0851968.npz,seed_0/showcase/step_0851968.npz
0,900000,901120,113.5076412500348,100,0.0,-5.149135175215846,0.10871820680792511,nan,2.198273185869544,390.6931331285378,388.1632624506738,0.0,seed_0/checkpoints/step_0901120.npz,seed_0/showcase/step_0901120.npz
0,950000,950272,119.40205241600052,100,0.0,-5.141444173985008,0.10497310564410207,nan,2.11863711502616,390.6879074396358,387.9448485612401,0.0,seed_0/checkpoints/step_0950272.npz,seed_0/showcase/step_0950272.npz
0,1000000,1001472,125.27048979094252,100,0.0,-5.142701077726787,0.10577866427058363,nan,2.1154881921295994,390.6655485654051,388.210937649811,0.0,seed_0/checkpoints/step_1001472.npz,seed_0/showcase/step_1001472.npz
