split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,19,4,128,32,0.9602986460000693,0.10139769199999973,4.103627098000061,597.048101723,601.151728821
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,19,5,128,32,0.958379859000047,0.10141881609677277,4.102363158000003,597.049453162,601.15181632
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,19,6,128,32,0.9587012329999425,0.10143516658064483,4.103191396999932,597.048977843,601.1521692399999
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,19,7,128,32,0.17836123499989753,0.12336107045161365,4.002554418999921,597.04735025,601.049904669
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,20,0,128,32,0.9714035959999592,0.10143101774193868,4.115765146000058,601.15519746,605.270962606
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,20,1,128,32,0.1859469880000688,0.12351708948387069,4.01497676200006,601.1543308419999,605.169307604
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,20,2,128,32,0.9718276080000123,0.10144544422580419,4.116636378999942,601.154640739,605.271277118
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,20,3,128,32,0.9713985050000247,0.10142907629032041,4.115699869999958,601.155489904,605.2711897739999
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,20,4,128,32,0.9711457180000025,0.10141761596774344,4.115091813000049,601.155819858,605.270911671
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,20,5,128,32,0.9719150989999434,0.10143657435483991,4.116448903999981,601.154906216,605.27135512
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,20,6,128,32,0.9709238110000342,0.10138813416128942,4.113955970000006,601.156216633,605.270172603
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,20,7,128,32,0.9726932270000361,0.1014234418064498,4.11681992299998,601.154015774,605.2708356969999
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,21,0,128,32,0.18896422699992854,0.12342689287097088,4.015197906000026,605.274366398,609.289564304
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,21,1,128,32,0.9733814370000573,0.10144846406451653,4.11828382300007,605.2734456549999,609.391729478
training,training_a,training_a_pulse_00,decode,128,32,8,40.0,2040,21,2,128,32,0.9723951820000138,0.10146176422580494,4.117709872999967,605.273689246,609.391399119
