controller,episode_count,success_rate,return_mean,return_standard_deviation,conditional_time_to_rotation,integrated_effort_mean,minimum_tension_mean,minimum_tension_worst,negative_tension_rate_mean
structured_standing,100,1.0,191.78719947604813,5.500724255817449,25.497599999999544,26.20986013181091,-420.4171475909941,-636.5377121609587,0.07371360858171523
