seed,checkpoint_target,environment_steps,elapsed_seconds,episode_count,success_rate,return_mean,return_standard_deviation,conditional_time_to_rotation,integrated_effort_mean,minimum_tension_mean,minimum_tension_worst,negative_tension_rate_mean,checkpoint,showcase_trace
0,1000000,1001472,125.27048979094252,100,0.0,-5.142701077726787,0.10577866427058363,nan,2.1154881921295994,390.6655485654051,388.210937649811,0.0,seed_0/checkpoints/step_1001472.npz,seed_0/showcase/step_1001472.npz
1,1000000,1001472,155.09604112501256,100,0.0,-5.085378425279404,0.07491257968113299,nan,1.5214096965852664,390.58696716147745,388.11476861306505,0.0,seed_1/checkpoints/step_1001472.npz,seed_1/showcase/step_1001472.npz
2,1000000,1001472,156.05303262500092,100,0.0,-5.09122217879626,0.0738750726769917,nan,1.6978401318694551,390.55919701391235,387.4942800441561,0.0,seed_2/checkpoints/step_1001472.npz,seed_2/showcase/step_1001472.npz
3,1000000,1001472,154.9359233751893,100,0.0,-5.15809925267698,0.11228386843287415,nan,2.3211251439275484,390.8516340683271,388.7048290269962,0.0,seed_3/checkpoints/step_1001472.npz,seed_3/showcase/step_1001472.npz
4,1000000,1001472,138.8834990831092,100,0.0,-5.086033684620528,0.07330335464354365,nan,1.5818501708566655,390.4802018528037,387.5614373504925,0.0,seed_4/checkpoints/step_1001472.npz,seed_4/showcase/step_1001472.npz
