split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,14,5,128,32,0.16498394699999608,0.11596005212903317,3.759745563000024,581.327907152,585.087652715
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,14,6,128,32,0.7527133209999874,0.10024954425806563,3.860449193000022,581.32856607,585.189015263
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,14,7,128,32,0.753738832999943,0.10024915287096754,3.8614625719999367,581.32717288,585.188635452
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,15,0,128,32,0.7476142570000093,0.1002843499677437,3.856429106000064,585.191437094,589.0478662
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,15,1,128,32,0.7481592670000055,0.10028334774193398,3.856943046999959,585.190978081,589.047921128
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,15,2,128,32,0.7471795180000527,0.10027275425806413,3.855634900000041,585.192019182,589.047654082
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,15,3,128,32,0.747714889000008,0.10026775470967755,3.8560152850000122,585.191712974,589.047728259
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,15,4,128,32,0.7476359469999352,0.10024779725806492,3.8553176619999476,585.191217518,589.04653518
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,15,5,128,32,0.7467300230000546,0.1002658433225802,3.854971166000041,585.192606753,589.047577919
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,15,6,128,32,0.7470139380000091,0.10027494293548546,3.8555371690000584,585.192248299,589.047785468
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,15,7,128,32,0.16509613100004117,0.11583669258064425,3.756033601000013,585.190680813,588.946714414
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,16,0,128,32,0.7592582160000347,0.10025138638709744,3.867051194000055,589.051226371,592.918277565
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,16,1,128,32,0.7602441319999116,0.10026992883871161,3.8686119259999714,589.049976094,592.91858802
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,16,2,128,32,0.7580436579999059,0.10026695090322567,3.866319135999902,589.052353558,592.918672694
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,16,3,128,32,0.7582550900000342,0.10025410848386913,3.8661324529999774,589.05174674,592.917879193
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,16,4,128,32,0.7595404360000657,0.10022694848386905,3.8665758390000065,589.050578248,592.917154087
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,16,5,128,32,0.7600716429999466,0.10027465690322676,3.8685860069999762,589.050237411,592.918823418
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,16,6,128,32,0.1681384620000017,0.11607219983871038,3.7663766570000234,589.050844681,592.817221338
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,16,7,128,32,0.7608956839999337,0.1002554064838727,3.8688132849999874,589.049691347,592.918504632
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,17,0,128,32,0.7625662350000084,0.10036960396774013,3.8740239579999525,592.922897302,596.79692126
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,17,1,128,32,0.7643557359999704,0.10037728167742077,3.876051468000014,592.920948449,596.796999917
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,17,2,128,32,0.7630729930000371,0.10037382451612815,3.87466155300001,592.922537304,596.797198857
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,17,3,128,32,0.1709801319999542,0.11626500377419616,3.775195249000035,592.921205923,596.696401172
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,17,4,128,32,0.7626852010000675,0.10035806351612747,3.873785170000019,592.922275855,596.796061025
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,17,5,128,32,0.7636001129999386,0.1003961076774196,3.875879450999946,592.921503561,596.797383012
