seed,update,environment_steps,elapsed_seconds,mean_step_reward,mean_episode_return,episodes_completed,minimum_tension,mean_command_speed,approximate_kl,clip_fraction,entropy,gradient_norm,loss,policy_loss,value_loss
4,1,2048,7.663029707968235,-0.005260961129150826,nan,0,-160.4261973283017,0.4917166057190877,0.011427322496761382,0.1744384765625,1.2128397920989147,0.6910785013588465,-0.004457623869315955,-0.018333588807730967,0.03017760946102786
4,2,4096,7.729580250103027,-0.005821469609530132,nan,0,-171.81044423531472,0.45115804299947215,0.01064979822922419,0.1640625,1.2188132312796789,0.9097661554567971,0.00293656149038443,-0.014116127286403374,0.03654300401613497
4,3,6144,7.790848416974768,-0.004937625377854204,nan,0,-175.10147924440977,0.5065573591630064,0.008604421677146038,0.1326904296875,1.1860915201829227,0.970326599443077,0.0015580593805742992,-0.013594599210265622,0.032677500222045686
4,4,8192,7.850973875029013,-0.005359153531130173,nan,0,-174.28973426146553,0.48449276885024045,0.009041054246135077,0.135498046875,1.1527584838508051,0.9821459686306894,0.0022017995629733562,-0.012703488759649974,0.032116093612948274
4,5,10240,7.909811333054677,-0.006748500084658058,nan,0,-196.87699512718402,0.49166988608894646,0.010765876662624239,0.1627197265625,1.1374495380154115,0.9321804419851083,-0.0003613204220555902,-0.01694500902467233,0.035442276281264305
4,6,12288,7.973768500145525,-0.005106282502910647,nan,0,-190.5130948815805,0.47885107708062186,0.00941465452377211,0.1385498046875,1.1039837477050205,1.1304856640685068,-0.004385443851971709,-0.01666221195206033,0.026761503695587288
4,7,14336,8.032991375075653,-9.365381092835525e-05,-8.553920860426071,8,-187.70887772908816,0.4844491119966211,0.009471387718142718,0.1490478515625,1.0200247435523433,0.9775347865880807,0.0029295230219483874,-0.012815220658593543,0.033529536848188546
4,8,16384,8.093627500114962,-0.005821250830455486,nan,0,-187.69678686184807,0.44714752380743544,0.011183316703377301,0.159912109375,0.9730493130031685,1.1702170574087103,-0.006351869762401862,-0.01642003083289226,0.022082420766987135
4,9,18432,8.151607625186443,-0.004676659673195839,nan,0,-182.5728685121396,0.46333916433202393,0.011659354836430567,0.174560546875,0.8553797580670364,1.0563880337192122,-0.00969102968091317,-0.018936765534743195,0.020202231223794123
4,10,20480,8.21294895815663,-0.005226143087824773,nan,0,-194.40561937969107,0.4734048338277513,0.01030495997358806,0.1573486328125,0.7897143733371688,1.0378654852003368,-0.009113773127068826,-0.018319714389107497,0.019991311270751672
4,11,22528,8.273846875177696,-0.0051514769219033205,nan,0,-211.80968577523058,0.45605726571979077,0.008944500894509103,0.137939453125,0.6351664374953181,1.1544188467476726,-0.007238860926411233,-0.014986426455501476,0.016765463933171125
4,12,24576,8.331321667181328,-0.0063606212322542205,nan,0,-210.62912844628914,0.46506161856157824,0.011729655938389866,0.173583984375,0.563755279994685,1.318735035955021,-0.014774298176665746,-0.020293999709932085,0.012166913626522053
4,13,26624,8.390898208133876,0.0038117846148455594,-7.395343445877513,8,-192.38029575207537,0.46131439636703564,0.007057981396556437,0.09765625,0.4226095006597698,1.1111750679802623,0.005254988270372445,-0.00906321124672552,0.029481618035515474
4,14,28672,8.448298208182678,-0.006104627207254612,nan,0,-198.45144117171264,0.46915808558222505,0.011310040418154102,0.1636962890625,0.34060122747164656,1.1787154238550102,-0.01135707624946067,-0.016777607803508416,0.011522265563038784
4,15,30720,8.506708916975185,-0.005028833760071592,nan,0,-206.55969345234053,0.4757257233903377,0.008691448311033342,0.1334228515625,0.15891814401704218,1.155741613300237,-0.010984760401033604,-0.01484504555204616,0.00803840659005919
4,16,32768,8.564228750066832,-0.005894805787445484,nan,0,-181.96568197067793,0.460918936410459,0.011959153710268799,0.1639404296875,0.04525700067441529,1.4013942198460232,-0.010513257467965933,-0.01384197981037312,0.006747958686163204
