seed,checkpoint_target,environment_steps,elapsed_seconds,episode_count,success_rate,return_mean,return_standard_deviation,conditional_time_to_rotation,integrated_effort_mean,minimum_tension_mean,minimum_tension_worst,negative_tension_rate_mean,checkpoint,showcase_trace
4,0,0,5.420297384262085e-07,100,0.0,-8.02388959884813,0.013768703660157243,nan,0.006645762232206883,488.0253260676054,485.284100939994,0.0,seed_4/checkpoints/step_0000000.npz,seed_4/showcase/step_0000000.npz
4,50000,51200,9.116914625046775,100,0.0,-5.085585449002775,0.01677819432130906,nan,0.18966169459666232,394.20550619883454,391.3480288388875,0.0,seed_4/checkpoints/step_0051200.npz,seed_4/showcase/step_0051200.npz
4,100000,100352,16.095979667035863,100,0.0,-4.98487922617447,0.01711407036930905,nan,0.21741968074332718,390.99980789279425,388.09587006231254,0.0,seed_4/checkpoints/step_0100352.npz,seed_4/showcase/step_0100352.npz
4,150000,151552,22.464830750133842,100,0.0,-4.99027891890146,0.017643864949101362,nan,0.28215681840542706,390.8200849251776,387.8751989166361,0.0,seed_4/checkpoints/step_0151552.npz,seed_4/showcase/step_0151552.npz
4,200000,200704,29.956800458021462,100,0.0,-4.988805061150284,0.022196241707691276,nan,0.38922100178874564,390.7221986893439,387.81754194060767,0.0,seed_4/checkpoints/step_0200704.npz,seed_4/showcase/step_0200704.npz
4,250000,251904,37.18885125010274,100,0.0,-5.005088439454908,0.026441280745546806,nan,0.5311810503917296,390.76091433336757,387.83144135552715,0.0,seed_4/checkpoints/step_0251904.npz,seed_4/showcase/step_0251904.npz
4,300000,301056,43.601814792025834,100,0.0,-5.035633493540943,0.04257605372142103,nan,0.9981169749048422,390.6268637058508,387.7208152123459,0.0,seed_4/checkpoints/step_0301056.npz,seed_4/showcase/step_0301056.npz
4,350000,350208,49.630108583020046,100,0.0,-5.0594659056003515,0.053832889662491674,nan,1.313299135601989,390.5780919304845,387.6864194251104,0.0,seed_4/checkpoints/step_0350208.npz,seed_4/showcase/step_0350208.npz
4,400000,401408,56.12873145798221,100,0.0,-5.069171432378007,0.059716849772869715,nan,1.4962854390267146,390.498484774382,387.61290325351837,0.0,seed_4/checkpoints/step_0401408.npz,seed_4/showcase/step_0401408.npz
4,450000,450560,62.12399650015868,100,0.0,-5.0742919121083965,0.06197082121568308,nan,1.5712037209105887,390.4794676365116,387.5698700938859,0.0,seed_4/checkpoints/step_0450560.npz,seed_4/showcase/step_0450560.npz
4,500000,501760,68.31175045808777,100,0.0,-5.080590750281805,0.06595570465025116,nan,1.6264157140103572,390.4829224320651,387.58524307173064,0.0,seed_4/checkpoints/step_0501760.npz,seed_4/showcase/step_0501760.npz
4,550000,550912,74.33513125008903,100,0.0,-5.0822853235728545,0.06766645414996235,nan,1.6273089618572285,390.48133902220826,387.5619268157608,0.0,seed_4/checkpoints/step_0550912.npz,seed_4/showcase/step_0550912.npz
4,600000,600064,80.34112350014038,100,0.0,-5.09455623981382,0.07422662476771653,nan,1.741499555335146,390.4910015346143,387.63673961648664,0.0,seed_4/checkpoints/step_0600064.npz,seed_4/showcase/step_0600064.npz
4,650000,651264,86.37177175004035,100,0.0,-5.102779149077121,0.07704402959342806,nan,1.8729478567989741,390.51420397141663,387.495244991153,0.0,seed_4/checkpoints/step_0651264.npz,seed_4/showcase/step_0651264.npz
4,700000,700416,92.3768689581193,100,0.0,-5.097498932222479,0.07673490797075129,nan,1.7744943350145703,390.4813174262122,387.54889572781104,0.0,seed_4/checkpoints/step_0700416.npz,seed_4/showcase/step_0700416.npz
4,750000,751616,98.56754245818593,100,0.0,-5.092101435723027,0.07476419226850205,nan,1.6964346631070237,390.4937322775628,387.51709558116164,0.0,seed_4/checkpoints/step_0751616.npz,seed_4/showcase/step_0751616.npz
4,800000,800768,104.86115129198879,100,0.0,-5.096306550482247,0.07692347504485172,nan,1.7259528000474496,390.52182763300357,387.5416856134022,0.0,seed_4/checkpoints/step_0800768.npz,seed_4/showcase/step_0800768.npz
4,850000,851968,112.41391654219478,100,0.0,-5.096285421530894,0.07743937685246831,nan,1.689966895205697,390.50528638892484,387.6673674471,0.0,seed_4/checkpoints/step_0851968.npz,seed_4/showcase/step_0851968.npz
4,900000,901120,120.28330433298834,100,0.0,-5.086378194831684,0.0729796564832173,nan,1.6034725578316695,390.5142675427794,387.4974817213245,0.0,seed_4/checkpoints/step_0901120.npz,seed_4/showcase/step_0901120.npz
4,950000,950272,129.1825066250749,100,0.0,-5.086300021821392,0.07334547303268643,nan,1.5877581940486538,390.4830616646242,387.55557219504215,0.0,seed_4/checkpoints/step_0950272.npz,seed_4/showcase/step_0950272.npz
4,1000000,1001472,138.8834990831092,100,0.0,-5.086033684620528,0.07330335464354365,nan,1.5818501708566655,390.4802018528037,387.5614373504925,0.0,seed_4/checkpoints/step_1001472.npz,seed_4/showcase/step_1001472.npz
