split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,9,6,128,128,0.985362102000181,0.10156332870866122,13.883904848000157,1035.935368838,1049.819273686
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,9,7,128,128,0.17735161299992797,0.10712331740157467,13.782012922999911,1035.934394003,1049.716406926
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,10,0,128,128,0.9845548890000373,0.10153128895275565,13.879028586000004,1049.821335956,1063.700364542
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,10,1,128,128,0.9830631659999653,0.10153947767716498,13.878576830999918,1049.823070939,1063.70164777
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,10,2,128,128,0.9838022730000375,0.10154445502362215,13.87994806100005,1049.821784402,1063.701732463
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,10,3,128,128,0.9831691190001948,0.10154478243306922,13.879356487999985,1049.82222519,1063.701581678
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,10,4,128,128,0.9840067719999297,0.10153815729133893,13.879352747999974,1049.821970557,1063.701323305
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,10,5,128,128,0.17116588800013233,0.10709973555905468,13.772832304000076,1049.821563108,1063.594395412
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,10,6,128,128,0.9818457799999578,0.10154185859055109,13.877661820999947,1049.823841116,1063.701502937
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,10,7,128,128,0.9850380010000208,0.1015344549921266,13.879913785000099,1049.821025145,1063.7009389300001
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,11,0,128,128,0.9970450690000234,0.10153205381889738,13.891615903999991,1063.703599429,1077.595215333
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,11,1,128,128,0.995659865000107,0.10153330056692811,13.890389036999977,1063.704895141,1077.595284178
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,11,2,128,128,0.17428039800006445,0.10720446377165284,13.789247296999974,1063.703839868,1077.493087165
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,11,3,128,128,0.9955522540001311,0.10153576159842401,13.89059397699998,1063.704573843,1077.59516782
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,11,4,128,128,0.9950669120000839,0.10153333261417347,13.889800154000113,1063.705294031,1077.595094185
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,11,5,128,128,0.9956670930000655,0.10153203636220468,13.89023571100006,1063.70425764,1077.594493351
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,11,6,128,128,0.9961968150000757,0.10152638017322758,13.890047096999979,1063.704054409,1077.594101506
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,11,7,128,128,0.9971138820001215,0.10153098912598407,13.8915495010001,1063.703325302,1077.594874803
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,12,0,128,128,0.17195533100016291,0.10715970111810948,13.781237373000067,1077.598473416,1091.379710789
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,12,1,128,128,0.9980381919999672,0.10145924685826778,13.883362542999976,1077.597345373,1091.480707916
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,12,2,128,128,0.9969678429999931,0.10146582031496103,13.883127023000043,1077.598987497,1091.48211452
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,12,3,128,128,0.9981928970000808,0.10146441296063052,13.884173343000157,1077.597576489,1091.481749832
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,12,4,128,128,0.9975786190000235,0.1014670406220472,13.883892778000018,1077.598095414,1091.481988192
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,12,5,128,128,0.9968108130001383,0.10146833445669186,13.883289289000004,1077.598746148,1091.482035437
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,12,6,128,128,0.9982879870001398,0.10146541275590486,13.884395407000056,1077.597813662,1091.482209069
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,12,7,128,128,0.9988332039999932,0.10146188964566988,13.884493189000068,1077.597039966,1091.481533155
