elapsed_s,utc,phase,graphics_clock_mhz,memory_clock_mhz,power_w,temperature_c,utilization_percent,memory_used_mib,split,sequence,block_id,block_role,requested_power_limit_w,requested_clock_mhz,workload_phase
0.1402348839999945,2026-09-03T02:17:09.242452+00:00,initialization,210.0,405.0,12.86,44.0,0.0,0.0,,,,,,,
0.2400159719999948,2026-09-03T02:17:09.342231+00:00,initialization,210.0,405.0,12.86,44.0,0.0,0.0,,,,,,,
0.34003689600000087,2026-09-03T02:17:09.442246+00:00,initialization,210.0,405.0,12.86,44.0,0.0,0.0,,,,,,,
0.441153688,2026-09-03T02:17:09.543364+00:00,initialization,210.0,405.0,12.86,44.0,0.0,0.0,,,,,,,
0.5407533109999889,2026-09-03T02:17:09.642964+00:00,initialization,210.0,405.0,12.86,44.0,0.0,0.0,,,,,,,
0.6408751999999964,2026-09-03T02:17:09.743087+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
0.7415592799999899,2026-09-03T02:17:09.843769+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
0.8453445959999897,2026-09-03T02:17:09.947560+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
0.9450163119999928,2026-09-03T02:17:10.047234+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.0482727429999983,2026-09-03T02:17:10.150488+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.1559683189999959,2026-09-03T02:17:10.258182+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.2502246929999927,2026-09-03T02:17:10.352440+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.3543423249999904,2026-09-03T02:17:10.456568+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.4508155279999926,2026-09-03T02:17:10.553032+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.5525206570000023,2026-09-03T02:17:10.654735+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.6516546120000015,2026-09-03T02:17:10.753867+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.7537950259999917,2026-09-03T02:17:10.856012+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.8545894139999888,2026-09-03T02:17:10.956805+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
1.951068614999997,2026-09-03T02:17:11.053284+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
2.050067939999991,2026-09-03T02:17:11.152280+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
2.156417481999995,2026-09-03T02:17:11.258632+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
2.250572301999995,2026-09-03T02:17:11.352785+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
2.353795415999997,2026-09-03T02:17:11.456012+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
2.4571856529999963,2026-09-03T02:17:11.559399+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
2.5543809849999946,2026-09-03T02:17:11.656595+00:00,initialization,1155.0,6251.0,21.08,44.0,0.0,0.0,,,,,,,
2.6518837249999905,2026-09-03T02:17:11.754103+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
2.754802498999993,2026-09-03T02:17:11.857016+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
2.8552500830000014,2026-09-03T02:17:11.957466+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
2.9570619379999954,2026-09-03T02:17:12.059274+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
3.0551621749999924,2026-09-03T02:17:12.157374+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
3.1545796260000003,2026-09-03T02:17:12.256796+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
3.2549426409999995,2026-09-03T02:17:12.357159+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
3.357580084999995,2026-09-03T02:17:12.459798+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
3.4565724349999982,2026-09-03T02:17:12.558786+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
3.5576381739999903,2026-09-03T02:17:12.659852+00:00,initialization,210.0,6251.0,20.59,44.0,0.0,0.0,,,,,,,
3.6552722969999962,2026-09-03T02:17:12.757487+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
3.7597790169999996,2026-09-03T02:17:12.861994+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
3.8586506749999927,2026-09-03T02:17:12.960873+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
3.9618022229999923,2026-09-03T02:17:13.064016+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.062152624999996,2026-09-03T02:17:13.164367+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.159903611999994,2026-09-03T02:17:13.262121+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.258452599999998,2026-09-03T02:17:13.360665+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.365476354999998,2026-09-03T02:17:13.467702+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.461703346999997,2026-09-03T02:17:13.563935+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.561085632000001,2026-09-03T02:17:13.663302+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.660595110999992,2026-09-03T02:17:13.762806+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.7608568179999935,2026-09-03T02:17:13.863070+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.863421471999999,2026-09-03T02:17:13.965635+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
4.96446405399999,2026-09-03T02:17:14.066677+00:00,initialization,210.0,6251.0,20.1,44.0,0.0,0.0,,,,,,,
