time_seconds,angle_radians,angle_degrees,normalized_energy,axial_force_newtons,target_action_squat,target_action_lean,realized_command_squat,realized_command_lean,seat_radius_fraction,taut,cumulative_slack_time_seconds,cumulative_snap_energy_loss_joules
8.800000000000004485e-01,-7.098041874994676093e-02,-4.066878422443203966e+00,1.515508544661957613e-01,3.922753546858376694e+02,-9.992612600326538086e-01,-2.139037251472473145e-01,-6.796464091064559065e-01,-3.758082722757604688e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.000000000000004663e-01,-7.047464261380387285e-02,-4.037899584463782610e+00,1.530719221203260538e-01,3.881950847191781691e+02,-9.994369149208068848e-01,-1.786064356565475464e-01,-6.882780523450767740e-01,-3.527444365949186644e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.200000000000004841e-01,-6.993610842787223447e-02,-4.007043848486386395e+00,1.544484710127773663e-01,3.854522786900971028e+02,-9.944849610328674316e-01,-1.433180421590805054e-01,-6.960736856596316802e-01,-3.293688873751232649e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.400000000000005018e-01,-6.936972556847242899e-02,-3.974592501054225568e+00,1.556825340694273641e-01,3.838356854699391647e+02,-9.844852089881896973e-01,-1.079483777284622192e-01,-7.030088174045537874e-01,-3.057398122952696418e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.600000000000005196e-01,-6.877915817488533534e-02,-3.940755481883643885e+00,1.567756742729550790e-01,3.831365156974388810e+02,-9.694675803184509277e-01,-7.241307944059371948e-02,-7.090663708461423242e-01,-2.819016420917382915e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.800000000000005373e-01,-6.816689988530599820e-02,-3.905675665918848960e+00,1.577289724223309431e-01,3.831594970383617920e+02,-9.494211077690124512e-01,-3.663671389222145081e-02,-7.142348474002312431e-01,-2.578862951187108066e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000444e+00,-6.753439487921397699e-02,-3.869435798548880090e+00,1.585430884500138582e-01,3.837308611070209281e+02,-9.243034720420837402e-01,-5.546177271753549576e-04,-7.185067062480362532e-01,-2.337146507044229049e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.020000000000000462e+00,-6.688219133610395772e-02,-3.832067288145197370e+00,1.592183576061253492e-01,3.847041080028581064e+02,-8.940519690513610840e-01,3.588572517037391663e-02,-7.218770014634227072e-01,-2.093981641121682447e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.040000000000000480e+00,-6.621011367282658711e-02,-3.793560074534389148e+00,1.597548919899087483e-01,3.859629552003333401e+02,-8.585941195487976074e-01,7.272387295961380005e-02,-7.243422985049571272e-01,-1.849405480848336780e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.060000000000000497e+00,-6.551744039765594607e-02,-3.753872819285607676e+00,1.601526703730627998e-01,3.874219236030530737e+02,-8.178575038909912109e-01,1.099867820739746094e-01,-7.258998722060742148e-01,-1.603394481019100870e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.080000000000000515e+00,-6.480307680579899809e-02,-3.712942800434398283e+00,1.604116051186351699e-01,3.890259550660286436e+02,-7.717806696891784668e-01,1.476880311965942383e-01,-7.265471796542928296e-01,-1.355880640701275230e-01,9.999999999999997780e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000533e+00,-6.406571365787128158e-02,-3.670695004089659541e+00,1.605315834821292864e-01,3.907483413865339230e+02,-7.203228473663330078e-01,1.858283281326293945e-01,-7.262815937205483463e-01,-1.106766849341825204e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.120000000000000551e+00,-6.330396494068146751e-02,-3.627050017545178751e+00,1.605124807017396515e-01,3.925886245117574163e+02,-6.634747385978698730e-01,2.243947833776473999e-01,-7.251003792202266318e-01,-8.559411796034588349e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140000000000000568e+00,-6.251647991372566437e-02,-3.581930449070865663e+00,1.603541475704707842e-01,3.945698239751918095e+02,-6.012691259384155273e-01,2.633608579635620117e-01,-7.230008939862380135e-01,-6.032900889085299895e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.160000000000000586e+00,-6.170202613940611869e-02,-3.535265685193854868e+00,1.600563749936215474e-01,3.967351228106968506e+02,-5.337912440299987793e-01,3.026861846446990967e-01,-7.199809943749991836e-01,-3.487104832167287061e-02,9.999999999999997780e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.180000000000000604e+00,-6.085954249688096951e-02,-3.486994928168355656e+00,1.596188353073552113e-01,3.991457263559850617e+02,-4.611916244029998779e-01,3.423151075839996338e-01,-7.160396317059165572e-01,-9.212082005704108970e-03,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000000622e+00,-5.998816169934428899e-02,-3.437068486120760102e+00,1.590410111741729082e-01,4.018766585494140600e+02,-3.836958706378936768e-01,3.821770250797271729e-01,-7.111776215368597054e-01,1.665286825543707203e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.220000000000000639e+00,-5.908720308624149098e-02,-3.385447360074009815e+00,1.583221125386458372e-01,4.050142081221990793e+02,-3.016170859336853027e-01,4.221851527690887451e-01,-7.053985678610804610e-01,4.272466570725391710e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.240000000000000657e+00,-5.815613806483854731e-02,-3.332101263895363541e+00,1.574609963690188352e-01,4.086517485949258344e+02,-2.153655290603637695e-01,4.622364044189453125e-01,-6.987099237456025902e-01,6.899919080816041550e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.260000000000000675e+00,-5.719453142699659765e-02,-3.277005261995254770e+00,1.564561002334936834e-01,4.128859216655601472e+02,-1.254580020904541016e-01,5.022111535072326660e-01,-6.911241632796116807e-01,9.546654534648110757e-02,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000693e+00,-5.620196331795046518e-02,-3.220135298467630580e+00,1.553054085488889124e-01,4.178120536310424882e+02,-3.252462297677993774e-02,5.419733524322509766e-01,-6.826600355899260508e-01,1.221103298422044764e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000711e+00,-5.517793803669013286e-02,-3.161462971736716199e+00,1.540064720347541216e-01,4.235194043569459268e+02,6.268694251775741577e-02,5.813709497451782227e-01,-6.733438638155372358e-01,1.489070002140330529e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.320000000000000728e+00,-5.412178661142785785e-02,-3.100949952542461308e+00,1.525565078142432363e-01,4.300857042748551180e+02,1.593115925788879395e-01,6.202373504638671875e-01,-6.632108425512335259e-01,1.758253211098984303e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.340000000000000746e+00,-5.303257148167261903e-02,-3.038542522625691689e+00,1.509525929934394106e-01,4.375732827743076427e+02,2.563683986663818359e-01,6.583918929100036621e-01,-6.523062863979264270e-01,2.028259235208506595e-01,1.000000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.360000000000000764e+00,-5.190900209427473655e-02,-2.974166738737693993e+00,1.491919822309273613e-01,4.460241410156710913e+02,3.527685105800628662e-01,6.956416964530944824e-01,-6.406867761531098715e-01,2.298609746178411628e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.380000000000000782e+00,-5.074936921642203558e-02,-2.907724669052124344e+00,1.472725604160774193e-01,4.554563678067823389e+02,4.473264813423156738e-01,7.317837476730346680e-01,-6.284211427822298246e-01,2.568739790868426742e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.400000000000000799e+00,-4.955150499567606559e-02,-2.839092104773653258e+00,1.451934286694091802e-01,4.658623880750350281e+02,5.387742519378662109e-01,7.666063904762268066e-01,-6.155912370420785207e-01,2.837997158103517936e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.420000000000000817e+00,-4.831277399673128414e-02,-2.768118046582092706e+00,1.429556243622767120e-01,4.772075700132903080e+02,6.257799863815307617e-01,7.998913526535034180e-01,-6.022924348443319253e-01,3.105643082090505658e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.440000000000000835e+00,-4.703009746857667039e-02,-2.694626095038339830e+00,1.405629502634169470e-01,4.894308846385233096e+02,7.069687247276306152e-01,8.314154148101806641e-01,-5.886338349938645687e-01,3.370854240933188750e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.460000000000000853e+00,-4.570000995052536652e-02,-2.618417693870969565e+00,1.380228829165589255e-01,5.024464938573677273e+02,7.809457182884216309e-01,8.609518408775329590e-01,-5.747381172373560165e-01,3.632725912235079679e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.480000000000000870e+00,-4.431874363021970353e-02,-2.539276963333889636e+00,1.353475180882663664e-01,5.161462116018875577e+02,8.463214039802551270e-01,8.882719278335571289e-01,-5.607410380657287252e-01,3.890276144286688442e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.500000000000000888e+00,-4.288233311112410462e-02,-2.456976702941516155e+00,1.325545022272330287e-01,5.304020535879436693e+02,9.017385840415954590e-01,9.131458401679992676e-01,-5.467905498914508167e-01,4.142450739676836746e-01,1.000000000000000222e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.520000000000000906e+00,-4.138673091395128623e-02,-2.371285009213020878e+00,1.296678941881073133e-01,5.450681896133509099e+02,9.459018111228942871e-01,9.353439211845397949e-01,-5.330455336561199520e-01,4.388128870158645722e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.540000000000000924e+00,-3.982792283516234377e-02,-2.281971885227518371e+00,1.267188898220240889e-01,5.599819242696645460e+02,9.776094555854797363e-01,9.546376466751098633e-01,-5.196741367607224937e-01,4.626129187906988238e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.560000000000000941e+00,-3.820203225838492145e-02,-2.188815217228080812e+00,1.237463416911018244e-01,5.749624506252069978e+02,9.957901835441589355e-01,9.708018898963928223e-01,-5.068517031284135443e-01,4.855216448911045535e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.580000000000000959e+00,-3.650540430477189346e-02,-2.091605596082136476e+00,1.207969856540746373e-01,5.898076835886759000e+02,9.995445609092712402e-01,9.836175441741943359e-01,-4.947582724039116253e-01,5.074108826860265209e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.600000000000000977e+00,-3.473466401609348608e-02,-1.990149650927086844e+00,1.179252725931718426e-01,6.042891903030083540e+02,9.881923198699951172e-01,9.928758144378662109e-01,-4.835756159116527120e-01,5.281486257496705861e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.620000000000000995e+00,-3.288674630508880981e-02,-1.884271765199043269e+00,1.151926873209061092e-01,6.181454750504525464e+02,9.613257646560668945e-01,9.983850717544555664e-01,-4.734837688679564560e-01,5.476000501003179810e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.640000000000001013e+00,-3.095890093937692100e-02,-1.773814362189897187e+00,1.126664140551291021e-01,6.310755260828983637e+02,9.188674092292785645e-01,9.999791979789733887e-01,-4.646570187950220254e-01,5.656287784779885364e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.660000000000001030e+00,-2.894868077101531156e-02,-1.658637230650699346e+00,1.104172132653497701e-01,6.427343481938673904e+02,8.611274361610412598e-01,9.975294470787048340e-01,-4.572593303484951410e-01,5.820985111196324002e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.680000000000001048e+00,-2.685392581575607451e-02,-1.538616612600229416e+00,1.085164019261786045e-01,6.527337549781880170e+02,7.888536453247070312e-01,9.909580349922180176e-01,-4.514392353229450539e-01,5.968751426446273767e-01,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
