scenario,seed,controller,attempted_rentals,served_rentals,attempted_returns,accepted_returns,lost_rentals,rejected_returns,service_failures,bikes_moved,truck_distance_km,unrealized_transfer_bikes,terminal_imbalance,terminal_truck_inventory,objective
nominal,259,none,54,54,82,74,0,8,8,0,0.0,0,26.5,0,10.65
nominal,259,open_loop,54,54,82,77,0,5,5,6,0.8533739059724342,0,29.5,0,8.420674781194487
nominal,259,feedback,54,54,82,78,0,4,4,8,0.8533739059724342,0,30.5,0,7.620674781194488
nominal,260,none,79,75,61,59,4,2,6,0,0.0,0,46.5,0,10.65
nominal,260,open_loop,79,78,61,61,1,0,1,6,0.8533739059724342,0,45.5,0,6.0206747811944865
nominal,260,feedback,79,79,61,61,0,0,0,34,8.26142563379325,0,18.5,0,5.20228512675865
nominal,261,none,53,53,92,71,0,21,21,0,0.0,0,27.5,0,23.75
nominal,261,open_loop,53,53,92,74,0,18,18,6,0.8533739059724342,0,30.5,0,21.52067478119449
nominal,261,feedback,53,53,92,77,0,15,15,12,3.2773389109241906,0,30.5,0,19.305467782184838
nominal,262,none,67,67,75,63,0,12,12,0,0.0,0,32.5,0,15.25
nominal,262,open_loop,67,67,75,64,0,11,11,6,0.8533739059724342,0,31.5,0,14.620674781194488
nominal,262,feedback,67,67,75,75,0,0,0,26,9.534426015238076,0,18.5,0,5.0568852030476155
nominal,263,none,70,70,65,63,0,2,2,0,0.0,0,37.5,0,5.75
nominal,263,open_loop,70,70,65,65,0,0,0,6,0.8533739059724342,0,33.5,0,3.8206747811944872
nominal,263,feedback,70,70,65,65,0,0,0,36,4.984086722869059,0,8.5,0,3.646817344573812
nominal,264,none,69,69,84,74,0,10,10,0,0.0,0,25.5,0,12.55
nominal,264,open_loop,69,69,84,77,0,7,7,6,0.8533739059724342,0,22.5,0,9.720674781194486
nominal,264,feedback,69,69,84,79,0,5,5,16,3.2773389109241906,0,21.5,0,8.605467782184839
nominal,265,none,62,62,76,76,0,0,0,0,0.0,0,20.5,0,2.0500000000000003
nominal,265,open_loop,62,62,76,73,0,3,3,6,0.8533739059724342,0,17.5,0,5.220674781194487
nominal,265,feedback,62,62,76,76,0,0,0,12,1.681470520341463,0,20.5,0,2.986294104068293
nominal,266,none,53,53,77,74,0,3,3,0,0.0,0,27.5,0,5.75
nominal,266,open_loop,53,53,77,73,0,4,4,4,0.8533739059724342,2,26.5,2,7.020674781194487
nominal,266,feedback,53,53,77,74,0,3,3,0,0.0,0,27.5,0,5.75
nominal,267,none,53,53,69,61,0,8,8,0,0.0,0,27.5,0,10.75
nominal,267,open_loop,53,53,69,64,0,5,5,6,0.8533739059724342,0,24.5,0,7.920674781194487
nominal,267,feedback,53,53,69,69,0,0,0,20,2.5601217179173026,0,22.5,0,3.7620243435834606
nominal,268,none,66,66,91,73,0,18,18,0,0.0,0,23.5,0,20.35
nominal,268,open_loop,66,66,91,76,0,15,15,6,0.8533739059724342,0,23.5,0,17.820674781194487
nominal,268,feedback,66,66,91,85,0,6,6,28,8.125268920827704,0,26.5,4,11.675053784165542
nominal,269,none,73,73,75,67,0,8,8,0,0.0,0,36.5,0,11.65
nominal,269,open_loop,73,73,75,70,0,5,5,6,0.8533739059724342,0,33.5,0,8.820674781194487
nominal,269,feedback,73,73,75,75,0,0,0,42,7.963834916258753,0,8.5,0,4.5427669832517505
nominal,270,none,55,55,85,82,0,3,3,0,0.0,0,38.5,0,6.85
nominal,270,open_loop,55,55,85,83,0,2,2,6,0.8533739059724342,0,34.5,0,5.920674781194487
nominal,270,feedback,55,55,85,83,0,2,2,12,2.5601217179173026,0,34.5,0,6.562024343583461
nominal,271,none,59,59,77,68,0,9,9,0,0.0,0,26.5,0,11.65
nominal,271,open_loop,59,59,77,71,0,6,6,6,0.8533739059724342,0,23.5,0,8.820674781194487
nominal,271,feedback,59,59,77,73,0,4,4,10,2.5601217179173026,0,21.5,0,7.162024343583461
nominal,272,none,61,61,79,73,0,6,6,0,0.0,0,29.5,0,8.95
nominal,272,open_loop,61,61,79,76,0,3,3,6,0.8533739059724342,0,26.5,0,6.120674781194487
nominal,272,feedback,61,61,79,78,0,1,1,10,2.5601217179173026,0,24.5,0,4.462024343583461
nominal,273,none,62,62,78,69,0,9,9,0,0.0,0,13.5,0,10.35
nominal,273,open_loop,62,62,78,69,0,9,9,6,0.8533739059724342,0,13.5,0,10.820674781194487
nominal,273,feedback,62,62,78,69,0,9,9,6,1.5705910989793224,0,13.5,0,10.964118219795864
nominal,274,none,61,61,89,69,0,20,20,0,0.0,0,22.5,0,22.25
nominal,274,open_loop,61,61,89,72,0,17,17,6,0.8533739059724342,0,20.5,0,19.52067478119449
nominal,274,feedback,61,61,89,76,0,13,13,14,3.2773389109241906,0,21.5,0,16.505467782184837
nominal,275,none,68,68,82,75,0,7,7,0,0.0,0,26.5,0,9.65
nominal,275,open_loop,68,68,82,78,0,4,4,6,0.8533739059724342,0,23.5,0,6.820674781194487
nominal,275,feedback,68,68,82,82,0,0,0,22,4.266869529862171,0,20.5,0,4.003373905972435
nominal,276,none,71,71,79,71,0,8,8,0,0.0,0,30.5,0,11.05
nominal,276,open_loop,71,71,79,71,0,8,8,6,0.8533739059724342,0,30.5,0,11.520674781194488
nominal,276,feedback,71,71,79,78,0,1,1,14,4.822652718300107,0,23.5,0,5.014530543660022
nominal,277,none,75,74,67,67,1,0,1,0,0.0,0,27.5,0,3.75
nominal,277,open_loop,75,75,67,67,0,0,0,6,0.8533739059724342,0,22.5,0,2.7206747811944867
nominal,277,feedback,75,75,67,67,0,0,0,24,7.468376565976146,0,6.5,2,3.3436753131952295
nominal,278,none,48,48,83,71,0,12,12,0,0.0,0,40.5,0,16.05
nominal,278,open_loop,48,48,83,74,0,9,9,6,0.8533739059724342,0,37.5,0,13.220674781194488
nominal,278,feedback,48,48,83,78,0,5,5,14,2.5601217179173026,0,36.5,0,9.86202434358346
nominal,279,none,52,52,81,72,0,9,9,0,0.0,0,33.5,0,12.35
nominal,279,open_loop,52,52,81,73,0,8,8,6,0.8533739059724342,0,32.5,0,11.720674781194488
nominal,279,feedback,52,52,81,76,0,5,5,8,0.8533739059724342,0,30.5,0,8.620674781194488
nominal,280,none,64,64,89,74,0,15,15,0,0.0,0,19.5,0,16.95
nominal,280,open_loop,64,64,89,76,0,13,13,4,0.8533739059724342,2,21.5,2,15.520674781194487
nominal,280,feedback,64,64,89,80,0,9,9,12,1.5705910989793224,0,22.5,0,12.164118219795863
nominal,281,none,50,50,74,67,0,7,7,0,0.0,0,32.5,0,10.25
nominal,281,open_loop,50,50,74,70,0,4,4,6,0.8533739059724342,0,29.5,0,7.420674781194487
nominal,281,feedback,50,50,74,72,0,2,2,10,3.2773389109241906,0,33.5,0,6.505467782184838
nominal,282,none,67,67,82,72,0,10,10,0,0.0,0,25.5,0,12.55
nominal,282,open_loop,67,67,82,75,0,7,7,6,0.8533739059724342,0,22.5,0,9.720674781194486
nominal,282,feedback,67,67,82,81,0,1,1,26,3.3882183322863315,0,20.5,0,5.027643666457267
nominal,283,none,62,62,79,57,0,22,22,0,0.0,0,35.5,0,25.55
nominal,283,open_loop,62,62,79,60,0,19,19,6,0.8533739059724342,0,32.5,0,22.72067478119449
nominal,283,feedback,62,62,79,70,0,9,9,27,6.640279951607117,0,28.5,7,14.528055990321423
nominal,284,none,79,79,91,76,0,15,15,0,0.0,0,33.5,0,18.35
nominal,284,open_loop,79,79,91,79,0,12,12,6,0.8533739059724342,0,30.5,0,15.520674781194488
nominal,284,feedback,79,79,91,84,0,7,7,29,4.984086722869059,0,16.5,1,11.096817344573811
nominal,285,none,54,54,82,59,0,23,23,0,0.0,0,25.5,0,25.55
nominal,285,open_loop,54,54,82,61,0,21,21,5,0.8533739059724342,1,25.5,1,23.970674781194486
nominal,285,feedback,54,54,82,66,0,16,16,14,3.994556103931079,0,19.5,0,19.448911220786215
nominal,286,none,60,60,87,74,0,13,13,0,0.0,0,21.5,0,15.15
nominal,286,open_loop,60,60,87,75,0,12,12,6,0.8533739059724342,0,21.5,0,14.620674781194488
nominal,286,feedback,60,60,87,75,0,12,12,4,0.8533739059724342,0,21.5,0,14.520674781194487
nominal,287,none,79,78,85,85,1,0,1,0,0.0,0,32.5,0,4.25
nominal,287,open_loop,79,79,85,85,0,0,0,6,0.8533739059724342,0,27.5,0,3.2206747811944867
nominal,287,feedback,79,79,85,85,0,0,0,24,2.5601217179173026,0,12.5,0,2.962024343583461
nominal,288,none,63,63,88,76,0,12,12,0,0.0,0,30.5,0,15.05
nominal,288,open_loop,63,63,88,79,0,9,9,6,0.8533739059724342,0,27.5,0,12.220674781194488
nominal,288,feedback,63,63,88,83,0,5,5,30,4.9335321396622485,0,26.5,0,10.13670642793245
nominal,289,none,67,67,83,73,0,10,10,0,0.0,0,27.5,0,12.75
nominal,289,open_loop,67,67,83,76,0,7,7,6,0.8533739059724342,0,24.5,0,9.920674781194487
nominal,289,feedback,67,67,83,83,0,0,0,26,5.701303915875947,0,23.5,0,4.7902607831751896
nominal,290,none,66,66,74,65,0,9,9,0,0.0,0,31.5,0,12.15
nominal,290,open_loop,66,66,74,68,0,6,6,6,0.8533739059724342,0,28.5,0,9.320674781194487
nominal,290,feedback,66,66,74,74,0,0,0,27,6.529400530244976,0,18.5,5,4.505880106048995
nominal,291,none,55,55,75,69,0,6,6,0,0.0,0,20.5,0,8.05
nominal,291,open_loop,55,55,75,69,0,6,6,6,0.8533739059724342,0,20.5,0,8.520674781194487
nominal,291,feedback,55,55,75,69,0,6,6,15,2.5095671347104918,0,23.5,3,9.6019134269421
nominal,292,none,59,59,81,70,0,11,11,0,0.0,0,26.5,0,13.65
nominal,292,open_loop,59,59,81,73,0,8,8,6,0.8533739059724342,0,23.5,0,10.820674781194487
nominal,292,feedback,59,59,81,77,0,4,4,14,4.1054355252932195,0,24.5,0,7.971087105058644
nominal,293,none,65,65,93,78,0,15,15,0,0.0,0,28.5,0,17.85
nominal,293,open_loop,65,65,93,81,0,12,12,6,0.8533739059724342,0,25.5,0,15.020674781194488
nominal,293,feedback,65,65,93,87,0,6,6,18,3.3882183322863315,0,28.5,0,10.427643666457266
nominal,294,none,64,64,64,60,0,4,4,0,0.0,0,34.5,0,7.45
nominal,294,open_loop,64,64,64,63,0,1,1,6,0.8533739059724342,0,31.5,0,4.620674781194487
nominal,294,feedback,64,64,64,64,0,0,0,26,3.3882183322863315,0,12.5,0,3.2276436664572663
nominal,295,none,51,51,63,60,0,3,3,0,0.0,0,19.5,0,4.95
nominal,295,open_loop,51,51,63,61,0,2,2,3,0.8533739059724342,3,20.5,3,4.370674781194487
nominal,295,feedback,51,51,63,61,0,2,2,14,1.5705910989793224,0,17.5,0,4.764118219795865
nominal,296,none,58,58,73,63,0,10,10,0,0.0,0,25.5,0,12.55
nominal,296,open_loop,58,58,73,66,0,7,7,6,0.8533739059724342,0,22.5,0,9.720674781194486
nominal,296,feedback,58,58,73,72,0,1,1,17,5.701303915875947,0,23.5,3,5.340260783175189
nominal,297,none,58,58,75,75,0,0,0,0,0.0,0,28.5,0,2.85
nominal,297,open_loop,58,58,75,75,0,0,0,3,0.8533739059724342,3,28.5,3,3.170674781194487
nominal,297,feedback,58,58,75,75,0,0,0,10,1.5705910989793224,0,28.5,0,3.6641182197958644
nominal,298,none,54,54,84,76,0,8,8,0,0.0,0,37.5,0,11.75
nominal,298,open_loop,54,54,84,79,0,5,5,6,0.8533739059724342,0,34.5,0,8.920674781194487
nominal,298,feedback,54,54,84,82,0,2,2,12,2.5601217179173026,0,34.5,0,6.562024343583461
nominal,299,none,78,67,77,65,11,12,23,0,0.0,0,32.5,0,26.25
nominal,299,open_loop,78,70,77,68,8,9,17,6,0.8533739059724342,0,32.5,0,20.72067478119449
nominal,299,feedback,78,78,77,77,0,0,0,36,9.756184857962356,0,27.5,0,6.501236971592471
nominal,300,none,68,68,73,69,0,4,4,0,0.0,0,29.5,0,6.95
nominal,300,open_loop,68,68,73,72,0,1,1,6,0.8533739059724342,0,26.5,0,4.120674781194487
nominal,300,feedback,68,68,73,73,0,0,0,26,4.822652718300107,0,11.5,0,3.414530543660022
nominal,301,none,71,71,58,58,0,0,0,0,0.0,0,27.5,0,2.75
nominal,301,open_loop,71,71,58,58,0,0,0,6,0.8533739059724342,0,21.5,0,2.620674781194487
nominal,301,feedback,71,71,58,58,0,0,0,28,5.0949661442312,0,6.5,0,3.06899322884624
nominal,302,none,65,65,81,78,0,3,3,0,0.0,0,28.5,0,5.85
nominal,302,open_loop,65,65,81,79,0,2,2,6,0.8533739059724342,0,29.5,0,5.420674781194487
nominal,302,feedback,65,65,81,81,0,0,0,10,1.5705910989793224,0,22.5,0,3.0641182197958647
nominal,303,none,65,63,72,65,2,7,9,0,0.0,0,31.5,0,12.15
nominal,303,open_loop,65,65,72,68,0,4,4,6,0.8533739059724342,0,30.5,0,7.5206747811944865
nominal,303,feedback,65,65,72,71,0,1,1,22,4.266869529862171,0,17.5,0,4.703373905972434
nominal,304,none,50,50,66,66,0,0,0,0,0.0,0,22.5,0,2.25
nominal,304,open_loop,50,50,66,66,0,0,0,6,0.8533739059724342,0,22.5,0,2.7206747811944867
nominal,304,feedback,50,50,66,66,0,0,0,0,0.0,0,22.5,0,2.25
nominal,305,none,82,82,85,77,0,8,8,0,0.0,0,35.5,0,11.55
nominal,305,open_loop,82,82,85,80,0,5,5,6,0.8533739059724342,0,32.5,0,8.720674781194486
nominal,305,feedback,82,82,85,85,0,0,0,36,6.529400530244976,0,17.5,4,4.855880106048995
nominal,306,none,67,65,67,61,2,6,8,0,0.0,0,34.5,0,11.45
nominal,306,open_loop,67,67,67,64,0,3,3,6,0.8533739059724342,0,33.5,0,6.820674781194487
nominal,306,feedback,67,67,67,67,0,0,0,24,5.923062758600229,0,18.5,0,4.234612551720046
nominal,307,none,72,69,63,56,3,7,10,0,0.0,0,43.5,0,14.350000000000001
nominal,307,open_loop,72,69,63,59,3,4,7,6,0.8533739059724342,0,40.5,0,11.520674781194487
nominal,307,feedback,72,72,63,63,0,0,0,44,12.650330921593316,0,9.5,0,5.6800661843186635
nominal,308,none,72,69,71,67,3,4,7,0,0.0,0,32.5,0,10.25
nominal,308,open_loop,72,72,71,70,0,1,1,6,0.8533739059724342,0,32.5,0,4.720674781194487
nominal,308,feedback,72,72,71,71,0,0,0,30,6.665557243210522,0,9.5,0,3.7831114486421047
nominal,309,none,77,77,92,75,0,17,17,0,0.0,0,32.5,0,20.25
nominal,309,open_loop,77,77,92,78,0,14,14,6,0.8533739059724342,0,29.5,0,17.42067478119449
nominal,309,feedback,77,77,92,86,0,6,6,22,3.3882183322863315,0,21.5,0,9.927643666457266
nominal,310,none,63,63,76,64,0,12,12,0,0.0,0,29.5,0,14.95
nominal,310,open_loop,63,63,76,67,0,9,9,6,0.8533739059724342,0,26.5,0,12.120674781194488
nominal,310,feedback,63,63,76,76,0,0,0,24,4.822652718300107,0,20.5,0,4.214530543660022
nominal,311,none,71,71,77,72,0,5,5,0,0.0,0,27.5,0,7.75
nominal,311,open_loop,71,71,77,75,0,2,2,6,0.8533739059724342,0,27.5,0,5.220674781194487
nominal,311,feedback,71,71,77,77,0,0,0,40,6.640279951607117,0,12.5,0,4.578055990321424
nominal,312,none,61,61,81,69,0,12,12,0,0.0,0,22.5,0,14.25
nominal,312,open_loop,61,61,81,72,0,9,9,6,0.8533739059724342,0,20.5,0,11.520674781194488
nominal,312,feedback,61,61,81,77,0,4,4,16,3.3882183322863315,0,22.5,0,7.727643666457266
nominal,313,none,58,58,80,71,0,9,9,0,0.0,0,40.5,0,13.05
nominal,313,open_loop,58,58,80,74,0,6,6,6,0.8533739059724342,0,37.5,0,10.220674781194486
nominal,313,feedback,58,58,80,78,0,2,2,14,2.5601217179173026,0,33.5,0,6.562024343583461
nominal,314,none,52,52,67,61,0,6,6,0,0.0,0,28.5,0,8.85
nominal,314,open_loop,52,52,67,64,0,3,3,6,0.8533739059724342,0,31.5,0,6.620674781194487
nominal,314,feedback,52,52,67,67,0,0,0,14,3.252061619320785,0,26.5,0,4.000412323864158
nominal,315,none,70,69,63,63,1,0,1,0,0.0,0,36.5,0,4.65
nominal,315,open_loop,70,70,63,63,0,0,0,6,0.8533739059724342,0,31.5,0,3.620674781194487
nominal,315,feedback,70,70,63,63,0,0,0,33,7.408051727820816,0,8.5,3,3.9816103455641634
nominal,316,none,72,72,85,74,0,11,11,0,0.0,0,28.5,0,13.85
nominal,316,open_loop,72,72,85,77,0,8,8,6,0.8533739059724342,0,25.5,0,11.020674781194488
nominal,316,feedback,72,72,85,79,0,6,6,19,5.0949661442312,0,17.5,1,9.71899322884624
nominal,317,none,50,50,87,79,0,8,8,0,0.0,0,35.5,0,11.55
nominal,317,open_loop,50,50,87,80,0,7,7,5,0.8533739059724342,1,36.5,1,11.070674781194487
nominal,317,feedback,50,50,87,79,0,8,8,0,0.0,0,35.5,0,11.55
nominal,318,none,65,65,79,66,0,13,13,0,0.0,0,34.5,0,16.45
nominal,318,open_loop,65,65,79,69,0,10,10,6,0.8533739059724342,0,37.5,0,14.220674781194488
nominal,318,feedback,65,65,79,70,0,9,9,24,4.822652718300107,0,18.5,0,13.01453054366002
nominal,319,none,62,62,91,78,0,13,13,0,0.0,0,29.5,0,15.95
nominal,319,open_loop,62,62,91,81,0,10,10,6,0.8533739059724342,0,26.5,0,13.120674781194488
nominal,319,feedback,62,62,91,85,0,6,6,14,2.5601217179173026,0,29.5,0,10.162024343583461
nominal,320,none,57,57,83,65,0,18,18,0,0.0,0,22.5,0,20.25
nominal,320,open_loop,57,57,83,68,0,15,15,6,0.8533739059724342,0,19.5,0,17.42067478119449
nominal,320,feedback,57,57,83,77,0,6,6,24,2.5601217179173026,0,27.5,0,10.462024343583462
nominal,321,none,64,64,81,71,0,10,10,0,0.0,0,23.5,0,12.35
nominal,321,open_loop,64,64,81,74,0,7,7,6,0.8533739059724342,0,20.5,0,9.520674781194487
nominal,321,feedback,64,64,81,79,0,2,2,21,3.2773389109241906,0,21.5,1,5.855467782184838
nominal,322,none,57,57,81,64,0,17,17,0,0.0,0,26.5,0,19.65
nominal,322,open_loop,57,57,81,65,0,16,16,6,0.8533739059724342,0,27.5,0,19.22067478119449
nominal,322,feedback,57,57,81,78,0,3,3,28,7.135738301889724,0,27.5,0,8.577147660377946
nominal,323,none,57,57,71,70,0,1,1,0,0.0,0,32.5,0,4.25
nominal,323,open_loop,57,57,71,71,0,0,0,6,0.8533739059724342,0,27.5,0,3.2206747811944867
nominal,323,feedback,57,57,71,71,0,0,0,8,0.8533739059724342,0,25.5,0,3.120674781194487
nominal,324,none,66,66,69,67,0,2,2,0,0.0,0,25.5,0,4.550000000000001
nominal,324,open_loop,66,66,69,69,0,0,0,5,0.8533739059724342,1,23.5,1,2.770674781194487
nominal,324,feedback,66,66,69,69,0,0,0,30,7.963834916258753,0,9.5,0,4.0427669832517505
nominal,325,none,75,75,69,65,0,4,4,0,0.0,0,38.5,0,7.85
nominal,325,open_loop,75,75,69,68,0,1,1,6,0.8533739059724342,0,35.5,0,5.020674781194487
nominal,325,feedback,75,75,69,69,0,0,0,38,6.418521108882835,0,4.5,0,3.6337042217765676
nominal,326,none,63,63,76,72,0,4,4,0,0.0,0,26.5,0,6.65
nominal,326,open_loop,63,63,76,75,0,1,1,6,0.8533739059724342,0,23.5,0,3.8206747811944872
nominal,326,feedback,63,63,76,76,0,0,0,18,3.994556103931079,0,20.5,0,3.748911220786216
nominal,327,none,65,65,68,62,0,6,6,0,0.0,0,33.5,0,9.35
nominal,327,open_loop,65,65,68,65,0,3,3,6,0.8533739059724342,0,30.5,0,6.5206747811944865
nominal,327,feedback,65,65,68,68,0,0,0,34,6.640279951607117,0,16.5,0,4.678055990321424
nominal,328,none,40,40,67,61,0,6,6,0,0.0,0,27.5,0,8.75
nominal,328,open_loop,40,40,67,64,0,3,3,6,0.8533739059724342,0,30.5,0,6.5206747811944865
nominal,328,feedback,40,40,67,64,0,3,3,6,0.8533739059724342,0,30.5,0,6.5206747811944865
nominal,329,none,68,68,80,75,0,5,5,0,0.0,0,30.5,0,8.05
nominal,329,open_loop,68,68,80,78,0,2,2,6,0.8533739059724342,0,27.5,0,5.220674781194487
nominal,329,feedback,68,68,80,80,0,0,0,22,4.266869529862171,0,18.5,0,3.8033739059724345
nominal,330,none,74,73,63,55,1,8,9,0,0.0,0,46.5,0,13.65
nominal,330,open_loop,74,73,63,58,1,5,6,6,0.8533739059724342,0,43.5,0,10.820674781194487
nominal,330,feedback,74,74,63,63,0,0,0,46,9.670582728203621,0,16.5,6,5.884116545640725
nominal,331,none,67,67,82,78,0,4,4,0,0.0,0,32.5,0,7.25
nominal,331,open_loop,67,67,82,81,0,1,1,6,0.8533739059724342,0,29.5,0,4.420674781194487
nominal,331,feedback,67,67,82,82,0,0,0,20,3.3882183322863315,0,22.5,0,3.9276436664572665
nominal,332,none,57,57,90,72,0,18,18,0,0.0,0,22.5,0,20.25
nominal,332,open_loop,57,57,90,73,0,17,17,6,0.8533739059724342,0,23.5,0,19.82067478119449
nominal,332,feedback,57,57,90,73,0,17,17,6,0.8533739059724342,0,23.5,0,19.82067478119449
nominal,333,none,55,54,93,75,1,18,19,0,0.0,0,48.5,0,23.85
nominal,333,open_loop,55,55,93,78,0,15,15,6,0.8533739059724342,0,46.5,0,20.120674781194488
nominal,333,feedback,55,55,93,86,0,7,7,23,5.812183337238088,0,40.5,3,13.362436667447618
nominal,334,none,60,60,86,71,0,15,15,0,0.0,0,30.5,0,18.05
nominal,334,open_loop,60,60,86,74,0,12,12,6,0.8533739059724342,0,27.5,0,15.220674781194488
nominal,334,feedback,60,60,86,85,0,1,1,28,0.8533739059724342,0,31.5,0,5.720674781194488
nominal,335,none,49,49,66,62,0,4,4,0,0.0,0,22.5,0,6.25
nominal,335,open_loop,49,49,66,65,0,1,1,6,0.8533739059724342,0,22.5,0,3.7206747811944867
nominal,335,feedback,49,49,66,65,0,1,1,6,0.8533739059724342,0,22.5,0,3.7206747811944867
nominal,336,none,54,54,78,66,0,12,12,0,0.0,0,37.5,0,15.75
nominal,336,open_loop,54,54,78,69,0,9,9,6,0.8533739059724342,0,34.5,0,12.920674781194489
nominal,336,feedback,54,54,78,71,0,7,7,10,4.847930009903513,0,32.5,0,11.719586001980703
nominal,337,none,58,58,96,81,0,15,15,0,0.0,0,29.5,0,17.95
nominal,337,open_loop,58,58,96,84,0,12,12,6,0.8533739059724342,0,32.5,0,15.720674781194488
nominal,337,feedback,58,58,96,84,0,12,12,12,3.252061619320785,0,32.5,0,16.500412323864158
nominal,338,none,75,73,71,68,2,3,5,0,0.0,0,35.5,0,8.55
nominal,338,open_loop,75,75,71,71,0,0,0,6,0.8533739059724342,0,34.5,0,3.920674781194487
nominal,338,feedback,75,75,71,71,0,0,0,38,8.236148342189844,0,3.5,0,3.8972296684379693
nominal,339,none,68,65,61,59,3,2,5,0,0.0,0,36.5,0,8.65
nominal,339,open_loop,68,68,61,60,0,1,1,6,0.8533739059724342,0,34.5,0,4.920674781194487
nominal,339,feedback,68,68,61,60,0,1,1,34,5.812183337238088,0,6.5,0,4.512436667447618
nominal,340,none,68,68,72,64,0,8,8,0,0.0,0,34.5,0,11.45
nominal,340,open_loop,68,68,72,67,0,5,5,6,0.8533739059724342,0,31.5,0,8.620674781194488
nominal,340,feedback,68,68,72,72,0,0,0,44,8.125268920827704,0,10.5,0,4.875053784165541
nominal,341,none,69,67,84,74,2,10,12,0,0.0,0,32.5,0,15.25
nominal,341,open_loop,69,69,84,77,0,7,7,6,0.8533739059724342,0,31.5,0,10.620674781194488
nominal,341,feedback,69,69,84,84,0,0,0,24,2.5601217179173026,0,21.5,0,3.8620243435834607
nominal,342,none,62,62,80,67,0,13,13,0,0.0,0,25.5,0,15.55
nominal,342,open_loop,62,62,80,70,0,10,10,6,0.8533739059724342,0,22.5,0,12.720674781194488
nominal,342,feedback,62,62,80,76,0,4,4,18,6.589725368400306,0,20.5,0,8.267945073680062
nominal,343,none,63,63,84,64,0,20,20,0,0.0,0,27.5,0,22.75
nominal,343,open_loop,63,63,84,67,0,17,17,6,0.8533739059724342,0,24.5,0,19.92067478119449
nominal,343,feedback,63,63,84,76,0,8,8,24,4.822652718300107,0,22.5,0,12.414530543660021
nominal,344,none,64,63,70,70,1,0,1,0,0.0,0,34.5,0,4.45
nominal,344,open_loop,64,64,70,70,0,0,0,6,0.8533739059724342,0,29.5,0,3.420674781194487
nominal,344,feedback,64,64,70,70,0,0,0,20,5.044411561024389,0,15.5,0,3.5588823122048776
nominal,345,none,49,49,69,59,0,10,10,0,0.0,0,25.5,0,12.55
nominal,345,open_loop,49,49,69,62,0,7,7,6,0.8533739059724342,0,22.5,0,9.720674781194486
nominal,345,feedback,49,49,69,63,0,6,6,10,2.5601217179173026,0,20.5,0,9.062024343583461
nominal,346,none,57,57,81,69,0,12,12,0,0.0,0,29.5,0,14.95
nominal,346,open_loop,57,57,81,72,0,9,9,6,0.8533739059724342,0,32.5,0,12.720674781194488
nominal,346,feedback,57,57,81,75,0,6,6,14,4.711773296937967,0,24.5,0,10.092354659387594
nominal,347,none,66,66,60,60,0,0,0,0,0.0,0,35.5,0,3.5500000000000003
nominal,347,open_loop,66,66,60,60,0,0,0,6,0.8533739059724342,0,35.5,0,4.020674781194487
nominal,347,feedback,66,66,60,60,0,0,0,34,7.963834916258753,0,7.5,0,4.0427669832517505
nominal,348,none,55,55,69,65,0,4,4,0,0.0,0,33.5,0,7.35
nominal,348,open_loop,55,55,69,65,0,4,4,6,0.8533739059724342,0,27.5,0,7.220674781194487
nominal,348,feedback,55,55,69,65,0,4,4,18,2.5601217179173026,0,16.5,0,7.062024343583461
nominal,349,none,42,42,97,67,0,30,30,0,0.0,0,44.5,0,34.45
nominal,349,open_loop,42,42,97,70,0,27,27,6,0.8533739059724342,0,41.5,0,31.620674781194488
nominal,349,feedback,42,42,97,74,0,23,23,14,3.413495623889737,0,38.5,0,28.232699124777948
nominal,350,none,62,62,71,68,0,3,3,0,0.0,0,24.5,0,5.45
nominal,350,open_loop,62,62,71,71,0,0,0,6,0.8533739059724342,0,21.5,0,2.620674781194487
nominal,350,feedback,62,62,71,71,0,0,0,26,3.3882183322863315,0,15.5,0,3.5276436664572666
nominal,351,none,57,57,90,80,0,10,10,0,0.0,0,29.5,0,12.95
nominal,351,open_loop,57,57,90,83,0,7,7,6,0.8533739059724342,0,32.5,0,10.720674781194486
nominal,351,feedback,57,57,90,83,0,7,7,6,1.5705910989793224,0,32.5,0,10.864118219795865
nominal,352,none,55,55,91,69,0,22,22,0,0.0,0,29.5,0,24.95
nominal,352,open_loop,55,55,91,72,0,19,19,6,0.8533739059724342,0,26.5,0,22.120674781194488
nominal,352,feedback,55,55,91,75,0,16,16,12,2.5601217179173026,0,26.5,0,19.762024343583462
nominal,353,none,57,57,77,75,0,2,2,0,0.0,0,24.5,0,4.45
nominal,353,open_loop,57,57,77,77,0,0,0,6,0.8533739059724342,0,26.5,0,3.120674781194487
nominal,353,feedback,57,57,77,77,0,0,0,12,0.8533739059724342,0,26.5,0,3.4206747811944873
nominal,354,none,64,64,89,76,0,13,13,0,0.0,0,29.5,0,15.95
nominal,354,open_loop,64,64,89,79,0,10,10,6,0.8533739059724342,0,26.5,0,13.120674781194488
nominal,354,feedback,64,64,89,82,0,7,7,18,2.3986877133483513,0,29.5,0,11.329737542669672
nominal,355,none,77,77,86,78,0,8,8,0,0.0,0,29.5,0,10.95
nominal,355,open_loop,77,77,86,81,0,5,5,6,0.8533739059724342,0,26.5,0,8.120674781194488
nominal,355,feedback,77,77,86,86,0,0,0,18,2.5601217179173026,0,22.5,0,3.6620243435834605
nominal,356,none,74,72,86,74,2,12,14,0,0.0,0,29.5,0,16.95
