scenario,seed,controller,attempted_rentals,served_rentals,attempted_returns,accepted_returns,lost_rentals,rejected_returns,service_failures,bikes_moved,truck_distance_km,unrealized_transfer_bikes,terminal_imbalance,terminal_truck_inventory,objective
paired_pulse,19,feedback,70,70,84,84,0,0,0,38,4.266869529862171,0,20.5,0,4.8033739059724345
paired_pulse,20,none,72,72,89,69,0,20,20,0,0.0,0,33.5,0,23.35
paired_pulse,20,open_loop,72,72,89,72,0,17,17,6,0.8533739059724342,0,30.5,0,20.52067478119449
paired_pulse,20,feedback,72,72,89,84,0,5,5,36,5.812183337238088,0,21.5,0,10.112436667447618
paired_pulse,21,none,66,65,66,58,1,8,9,0,0.0,0,33.5,0,12.35
paired_pulse,21,open_loop,66,66,66,61,0,5,5,6,0.8533739059724342,0,31.5,0,8.620674781194488
paired_pulse,21,feedback,66,66,66,66,0,0,0,32,7.246617723251864,0,10.5,0,4.099323544650373
paired_pulse,22,none,68,65,79,64,3,15,18,0,0.0,0,29.5,0,20.95
paired_pulse,22,open_loop,68,68,79,67,0,12,12,6,0.8533739059724342,0,29.5,0,15.420674781194489
paired_pulse,22,feedback,68,68,79,79,0,0,0,36,4.266869529862171,0,24.5,0,5.103373905972434
paired_pulse,23,none,79,71,89,69,8,20,28,0,0.0,0,32.5,0,31.25
paired_pulse,23,open_loop,79,74,89,72,5,17,22,6,0.8533739059724342,0,32.5,0,25.72067478119449
paired_pulse,23,feedback,79,79,89,89,0,0,0,52,8.236148342189844,0,17.5,0,5.997229668437969
paired_pulse,24,none,71,71,81,73,0,8,8,0,0.0,0,28.5,0,10.85
paired_pulse,24,open_loop,71,71,81,76,0,5,5,6,0.8533739059724342,0,25.5,0,8.020674781194487
paired_pulse,24,feedback,71,71,81,81,0,0,0,42,8.185593758983034,0,16.5,0,5.387118751796607
paired_pulse,25,none,71,69,85,67,2,18,20,0,0.0,0,32.5,0,23.25
paired_pulse,25,open_loop,71,71,85,70,0,15,15,6,0.8533739059724342,0,31.5,0,18.620674781194488
paired_pulse,25,feedback,71,71,85,85,0,0,0,38,5.701303915875947,0,25.5,0,5.590260783175189
paired_pulse,26,none,73,73,102,81,0,21,21,0,0.0,0,27.5,0,23.75
paired_pulse,26,open_loop,73,73,102,84,0,18,18,6,0.8533739059724342,0,24.5,0,20.92067478119449
paired_pulse,26,feedback,73,73,102,93,0,9,9,24,3.2773389109241906,0,26.5,0,13.505467782184837
paired_pulse,27,none,67,67,98,75,0,23,23,0,0.0,0,29.5,0,25.95
paired_pulse,27,open_loop,67,67,98,78,0,20,20,6,0.8533739059724342,0,26.5,0,23.120674781194488
paired_pulse,27,feedback,67,67,98,83,0,15,15,16,0.8533739059724342,0,22.5,0,18.22067478119449
paired_pulse,28,none,94,93,100,75,1,25,26,0,0.0,0,48.5,0,30.85
paired_pulse,28,open_loop,94,94,100,78,0,22,22,6,0.8533739059724342,0,46.5,0,27.120674781194488
paired_pulse,28,feedback,94,94,100,88,0,12,12,40,7.357497144614005,0,38.5,8,19.321499428922802
paired_pulse,29,none,69,64,83,68,5,15,20,0,0.0,0,26.5,0,22.65
paired_pulse,29,open_loop,69,67,83,71,2,12,14,6,0.8533739059724342,0,26.5,0,17.120674781194488
paired_pulse,29,feedback,69,69,83,83,0,0,0,43,6.690834534813927,0,20.5,1,5.538166906962786
paired_pulse,30,none,75,69,78,76,6,2,8,0,0.0,0,34.5,0,11.45
paired_pulse,30,open_loop,75,72,78,78,3,0,3,6,0.8533739059724342,0,33.5,0,6.820674781194487
paired_pulse,30,feedback,75,75,78,78,0,0,0,36,4.266869529862171,0,9.5,0,3.6033739059724343
paired_pulse,31,none,82,68,74,59,14,15,29,0,0.0,0,39.5,0,32.95
paired_pulse,31,open_loop,82,71,74,62,11,12,23,6,0.8533739059724342,0,39.5,0,27.42067478119449
paired_pulse,31,feedback,82,82,74,74,0,0,0,60,9.832016732772573,0,10.5,2,6.016403346554514
paired_pulse,32,none,60,55,73,64,5,9,14,0,0.0,0,30.5,0,17.05
paired_pulse,32,open_loop,60,58,73,67,2,6,8,6,0.8533739059724342,0,30.5,0,11.520674781194488
paired_pulse,32,feedback,60,60,73,73,0,0,0,32,4.266869529862171,0,19.5,0,4.403373905972435
paired_pulse,33,none,56,56,92,82,0,10,10,0,0.0,0,41.5,0,14.15
paired_pulse,33,open_loop,56,56,92,85,0,7,7,6,0.8533739059724342,0,38.5,0,11.320674781194487
paired_pulse,33,feedback,56,56,92,89,0,3,3,18,4.1054355252932195,0,39.5,0,8.671087105058643
paired_pulse,34,none,66,58,93,65,8,28,36,0,0.0,0,36.5,0,39.65
paired_pulse,34,open_loop,66,61,93,68,5,25,30,6,0.8533739059724342,0,36.5,0,34.12067478119449
paired_pulse,34,feedback,66,64,93,85,2,8,10,40,4.266869529862171,0,27.5,0,15.603373905972434
paired_pulse,35,none,67,63,80,67,4,13,17,0,0.0,0,31.5,0,20.15
paired_pulse,35,open_loop,67,66,80,70,1,10,11,6,0.8533739059724342,0,31.5,0,14.620674781194488
paired_pulse,35,feedback,67,67,80,80,0,0,0,36,7.4080517278208164,0,19.5,0,5.231610345564164
paired_pulse,36,none,65,64,95,66,1,29,30,0,0.0,0,29.5,0,32.95
paired_pulse,36,open_loop,65,65,95,69,0,26,26,6,0.8533739059724342,0,27.5,0,29.22067478119449
paired_pulse,36,feedback,65,65,95,81,0,14,14,36,5.0949661442312,0,22.5,0,19.068993228846242
paired_pulse,37,none,60,52,87,64,8,23,31,0,0.0,0,41.5,0,35.15
paired_pulse,37,open_loop,60,55,87,67,5,20,25,6,0.8533739059724342,0,41.5,0,29.620674781194488
paired_pulse,37,feedback,60,60,87,82,0,5,5,35,5.9736173418070395,0,35.5,3,11.494723468361409
paired_pulse,38,none,58,53,97,68,5,29,34,0,0.0,0,44.5,0,38.45
paired_pulse,38,open_loop,58,56,97,71,2,26,28,6,0.8533739059724342,0,44.5,0,32.92067478119449
paired_pulse,38,feedback,58,58,97,78,0,19,19,20,3.413495623889737,0,39.5,0,24.632699124777947
paired_pulse,39,none,88,83,85,70,5,15,20,0,0.0,0,43.5,0,24.35
paired_pulse,39,open_loop,88,83,85,73,5,12,17,6,0.8533739059724342,0,40.5,0,21.52067478119449
paired_pulse,39,feedback,88,88,85,81,0,4,4,44,9.670582728203621,0,28.5,8,10.984116545640724
paired_pulse,40,none,65,65,92,80,0,12,12,0,0.0,0,24.5,0,14.45
paired_pulse,40,open_loop,65,65,92,83,0,9,9,6,0.8533739059724342,0,24.5,0,11.920674781194489
paired_pulse,40,feedback,65,65,92,90,0,2,2,20,4.21631494665536,0,31.5,0,6.993262989331072
paired_pulse,41,none,87,79,85,68,8,17,25,0,0.0,0,39.5,0,28.95
paired_pulse,41,open_loop,87,82,85,71,5,14,19,6,0.8533739059724342,0,39.5,0,23.42067478119449
paired_pulse,41,feedback,87,87,85,85,0,0,0,48,8.125268920827704,0,16.5,0,5.6750537841655415
paired_pulse,42,none,69,58,77,59,11,18,29,0,0.0,0,27.5,0,31.75
paired_pulse,42,open_loop,69,61,77,62,8,15,23,6,0.8533739059724342,0,27.5,0,26.22067478119449
paired_pulse,42,feedback,69,69,77,77,0,0,0,38,5.120243435834605,0,18.5,0,4.774048687166921
paired_pulse,43,none,73,73,90,77,0,13,13,0,0.0,0,27.5,0,15.75
paired_pulse,43,open_loop,73,73,90,80,0,10,10,6,0.8533739059724342,0,24.5,0,12.920674781194489
paired_pulse,43,feedback,73,73,90,84,0,6,6,14,1.7067478119448685,0,20.5,0,9.091349562388974
paired_pulse,44,none,68,68,80,69,0,11,11,0,0.0,0,29.5,0,13.95
paired_pulse,44,open_loop,68,68,80,72,0,8,8,6,0.8533739059724342,0,26.5,0,11.120674781194488
paired_pulse,44,feedback,68,68,80,80,0,0,0,38,4.9335321396622485,0,19.5,0,4.83670642793245
paired_pulse,45,none,66,57,90,68,9,22,31,0,0.0,0,34.5,0,34.45
paired_pulse,45,open_loop,66,60,90,71,6,19,25,6,0.8533739059724342,0,34.5,0,28.92067478119449
paired_pulse,45,feedback,66,66,90,87,0,3,3,42,7.518931149182957,0,27.5,0,9.35378622983659
paired_pulse,46,none,69,62,70,53,7,17,24,0,0.0,0,39.5,0,27.95
paired_pulse,46,open_loop,69,65,70,56,4,14,18,6,0.8533739059724342,0,39.5,0,22.42067478119449
paired_pulse,46,feedback,69,69,70,70,0,0,0,54,8.236148342189844,0,9.5,0,5.29722966843797
paired_pulse,47,none,77,72,85,69,5,16,21,0,0.0,0,33.5,0,24.35
paired_pulse,47,open_loop,77,75,85,72,2,13,15,6,0.8533739059724342,0,33.5,0,18.820674781194487
paired_pulse,47,feedback,77,77,85,85,0,0,0,45,8.953365535196733,0,25.5,5,6.590673107039347
paired_pulse,48,none,76,68,83,69,8,14,22,0,0.0,0,29.5,0,24.95
paired_pulse,48,open_loop,76,71,83,72,5,11,16,6,0.8533739059724342,0,29.5,0,19.42067478119449
paired_pulse,48,feedback,76,76,83,80,0,3,3,40,4.266869529862171,0,11.5,0,7.003373905972435
paired_pulse,49,none,70,65,84,70,5,14,19,0,0.0,0,25.5,0,21.55
paired_pulse,49,open_loop,70,68,84,73,2,11,13,6,0.8533739059724342,0,25.5,0,16.020674781194487
paired_pulse,49,feedback,70,70,84,84,0,0,0,32,4.266869529862171,0,23.5,0,4.8033739059724345
paired_pulse,50,none,71,62,65,60,9,5,14,0,0.0,0,32.5,0,17.25
paired_pulse,50,open_loop,71,65,65,63,6,2,8,6,0.8533739059724342,0,32.5,0,11.720674781194488
paired_pulse,50,feedback,71,71,65,65,0,0,0,44,5.9736173418070395,0,9.5,0,4.344723468361408
paired_pulse,51,none,63,63,73,63,0,10,10,0,0.0,0,30.5,0,13.05
paired_pulse,51,open_loop,63,63,73,66,0,7,7,6,0.8533739059724342,0,27.5,0,10.220674781194486
paired_pulse,51,feedback,63,63,73,73,0,0,0,34,9.645305436600216,0,19.5,0,5.579061087320044
paired_pulse,52,none,67,63,75,71,4,4,8,0,0.0,0,35.5,0,11.55
paired_pulse,52,open_loop,67,66,75,74,1,1,2,6,0.8533739059724342,0,35.5,0,6.0206747811944865
paired_pulse,52,feedback,67,67,75,75,0,0,0,28,4.266869529862171,0,15.5,0,3.8033739059724345
paired_pulse,53,none,74,63,94,77,11,17,28,0,0.0,0,43.5,0,32.35
paired_pulse,53,open_loop,74,66,94,80,8,14,22,6,0.8533739059724342,0,43.5,0,26.82067478119449
paired_pulse,53,feedback,74,74,94,89,0,5,5,42,7.629810570545097,0,24.5,0,11.075962114109018
paired_pulse,54,none,72,72,86,73,0,13,13,0,0.0,0,25.5,0,15.55
paired_pulse,54,open_loop,72,72,86,76,0,10,10,6,0.8533739059724342,0,22.5,0,12.720674781194488
paired_pulse,54,feedback,72,72,86,85,0,1,1,32,7.963834916258753,0,19.5,0,6.142766983251751
paired_pulse,55,none,83,78,77,62,5,15,20,0,0.0,0,46.5,0,24.65
paired_pulse,55,open_loop,83,81,77,65,2,12,14,6,0.8533739059724342,0,46.5,0,19.120674781194488
paired_pulse,55,feedback,83,83,77,77,0,0,0,59,10.549233925779461,0,12.5,5,6.309846785155893
paired_pulse,56,none,62,62,90,74,0,16,16,0,0.0,0,31.5,0,19.15
paired_pulse,56,open_loop,62,62,90,77,0,13,13,6,0.8533739059724342,0,28.5,0,16.320674781194487
paired_pulse,56,feedback,62,62,90,86,0,4,4,24,3.413495623889737,0,30.5,0,8.932699124777947
paired_pulse,57,none,66,65,86,72,1,14,15,0,0.0,0,34.5,0,18.45
paired_pulse,57,open_loop,66,66,86,75,0,11,11,6,0.8533739059724342,0,32.5,0,14.720674781194488
paired_pulse,57,feedback,66,66,86,86,0,0,0,30,5.701303915875948,0,26.5,0,5.29026078317519
paired_pulse,58,none,69,69,98,78,0,20,20,0,0.0,0,26.5,0,22.65
paired_pulse,58,open_loop,69,69,98,81,0,17,17,6,0.8533739059724342,0,23.5,0,19.82067478119449
paired_pulse,58,feedback,69,69,98,92,0,6,6,28,2.5601217179173026,0,29.5,0,10.86202434358346
paired_pulse,59,none,65,62,68,59,3,9,12,0,0.0,0,31.5,0,15.15
paired_pulse,59,open_loop,65,65,68,62,0,6,6,6,0.8533739059724342,0,31.5,0,9.620674781194488
paired_pulse,59,feedback,65,65,68,67,0,1,1,27,3.3882183322863315,0,16.5,1,4.677643666457267
paired_pulse,60,none,60,60,91,74,0,17,17,0,0.0,0,25.5,0,19.55
paired_pulse,60,open_loop,60,60,91,77,0,14,14,6,0.8533739059724342,0,28.5,0,17.320674781194487
paired_pulse,60,feedback,60,60,91,80,0,11,11,18,1.681470520341463,0,26.5,0,14.886294104068293
paired_pulse,61,none,81,76,97,74,5,23,28,0,0.0,0,32.5,0,31.25
paired_pulse,61,open_loop,81,79,97,77,2,20,22,6,0.8533739059724342,0,32.5,0,25.72067478119449
paired_pulse,61,feedback,81,81,97,88,0,9,9,28,3.413495623889737,0,23.5,0,13.432699124777947
paired_pulse,62,none,77,74,95,69,3,26,29,0,0.0,0,35.5,0,32.55
paired_pulse,62,open_loop,77,77,95,72,0,23,23,6,0.8533739059724342,0,35.5,0,27.02067478119449
paired_pulse,62,feedback,77,77,95,87,0,8,8,42,5.0949661442312,0,21.5,0,13.26899322884624
paired_pulse,63,none,53,53,80,69,0,11,11,0,0.0,0,31.5,0,14.15
paired_pulse,63,open_loop,53,53,80,72,0,8,8,6,0.8533739059724342,0,28.5,0,11.320674781194487
paired_pulse,63,feedback,53,53,80,78,0,2,2,32,2.5601217179173026,0,31.5,0,7.262024343583461
paired_pulse,64,none,77,72,91,71,5,20,25,0,0.0,0,31.5,0,28.15
paired_pulse,64,open_loop,77,75,91,74,2,17,19,6,0.8533739059724342,0,31.5,0,22.620674781194488
paired_pulse,64,feedback,77,77,91,91,0,0,0,49,8.236148342189844,0,20.5,1,6.147229668437969
paired_pulse,65,none,69,69,86,73,0,13,13,0,0.0,0,27.5,0,15.75
paired_pulse,65,open_loop,69,69,86,76,0,10,10,6,0.8533739059724342,0,24.5,0,12.920674781194489
paired_pulse,65,feedback,69,69,86,80,0,6,6,14,0.8533739059724342,0,20.5,0,8.920674781194487
paired_pulse,66,none,73,73,78,74,0,4,4,0,0.0,0,29.5,0,6.95
paired_pulse,66,open_loop,73,73,78,77,0,1,1,6,0.8533739059724342,0,26.5,0,4.120674781194487
paired_pulse,66,feedback,73,73,78,78,0,0,0,32,6.529400530244976,0,11.5,0,4.0558801060489955
paired_pulse,67,none,83,66,77,66,17,11,28,0,0.0,0,30.5,0,31.05
paired_pulse,67,open_loop,83,69,77,69,14,8,22,6,0.8533739059724342,0,30.5,0,25.52067478119449
paired_pulse,67,feedback,83,79,77,77,4,0,4,48,6.801713956176068,0,6.5,0,8.410342791235214
paired_pulse,68,none,86,81,91,70,5,21,26,0,0.0,0,41.5,0,30.15
paired_pulse,68,open_loop,86,84,91,73,2,18,20,6,0.8533739059724342,0,41.5,0,24.620674781194488
paired_pulse,68,feedback,86,86,91,89,0,2,2,44,8.099991629224299,0,21.5,0,7.969998325844861
paired_pulse,69,none,73,72,99,80,1,19,20,0,0.0,0,37.5,0,23.75
paired_pulse,69,open_loop,73,73,99,83,0,16,16,6,0.8533739059724342,0,35.5,0,20.02067478119449
paired_pulse,69,feedback,73,73,99,91,0,8,8,26,4.1054355252932195,0,24.5,0,12.571087105058645
paired_pulse,70,none,63,63,95,79,0,16,16,0,0.0,0,39.5,0,19.95
paired_pulse,70,open_loop,63,63,95,82,0,13,13,6,0.8533739059724342,0,36.5,0,17.120674781194488
paired_pulse,70,feedback,63,63,95,92,0,3,3,26,2.5601217179173026,0,35.5,0,8.36202434358346
paired_pulse,71,none,63,55,93,72,8,21,29,0,0.0,0,42.5,0,33.25
paired_pulse,71,open_loop,63,58,93,75,5,18,23,6,0.8533739059724342,0,42.5,0,27.72067478119449
paired_pulse,71,feedback,63,63,93,85,0,8,8,38,5.9736173418070395,0,28.5,0,13.944723468361408
paired_pulse,72,none,63,63,76,64,0,12,12,0,0.0,0,29.5,0,14.95
paired_pulse,72,open_loop,63,63,76,67,0,9,9,6,0.8533739059724342,0,26.5,0,12.120674781194488
paired_pulse,72,feedback,63,63,76,76,0,0,0,34,4.984086722869059,0,19.5,0,4.646817344573812
paired_pulse,73,none,58,58,79,72,0,7,7,0,0.0,0,33.5,0,10.35
paired_pulse,73,open_loop,58,58,79,75,0,4,4,6,0.8533739059724342,0,30.5,0,7.5206747811944865
paired_pulse,73,feedback,58,58,79,79,0,0,0,14,0.8533739059724342,0,27.5,0,3.620674781194487
paired_pulse,74,none,72,66,84,70,6,14,20,0,0.0,0,29.5,0,22.95
paired_pulse,74,open_loop,72,69,84,73,3,11,14,6,0.8533739059724342,0,29.5,0,17.42067478119449
paired_pulse,74,feedback,72,72,84,84,0,0,0,36,4.266869529862171,0,18.5,0,4.503373905972435
paired_pulse,75,none,74,74,91,76,0,15,15,0,0.0,0,28.5,0,17.85
paired_pulse,75,open_loop,74,74,91,79,0,12,12,6,0.8533739059724342,0,25.5,0,15.020674781194488
paired_pulse,75,feedback,74,74,91,84,0,7,7,16,3.252061619320785,0,21.5,0,10.600412323864157
paired_pulse,76,none,73,72,72,65,1,7,8,0,0.0,0,37.5,0,11.75
paired_pulse,76,open_loop,73,73,72,68,0,4,4,6,0.8533739059724342,0,35.5,0,8.020674781194487
paired_pulse,76,feedback,73,73,72,72,0,0,0,39,5.701303915875947,0,14.5,7,4.5402607831751896
paired_pulse,77,none,68,68,92,75,0,17,17,0,0.0,0,32.5,0,20.25
paired_pulse,77,open_loop,68,68,92,78,0,14,14,6,0.8533739059724342,0,29.5,0,17.42067478119449
paired_pulse,77,feedback,68,68,92,86,0,6,6,22,4.1054355252932195,0,24.5,0,10.371087105058644
paired_pulse,78,none,67,67,102,82,0,20,20,0,0.0,0,26.5,0,22.65
paired_pulse,78,open_loop,67,67,102,85,0,17,17,6,0.8533739059724342,0,24.5,0,19.92067478119449
paired_pulse,78,feedback,67,67,102,91,0,11,11,18,3.413495623889737,0,30.5,0,15.632699124777949
paired_pulse,79,none,82,82,83,72,0,11,11,0,0.0,0,40.5,0,15.05
paired_pulse,79,open_loop,82,82,83,75,0,8,8,6,0.8533739059724342,0,37.5,0,12.220674781194488
paired_pulse,79,feedback,82,82,83,81,0,2,2,30,4.958809431265654,0,27.5,0,7.241761886253131
paired_pulse,80,none,71,68,93,74,3,19,22,0,0.0,0,33.5,0,25.35
paired_pulse,80,open_loop,71,71,93,77,0,16,16,6,0.8533739059724342,0,33.5,0,19.82067478119449
paired_pulse,80,feedback,71,71,93,86,0,7,7,26,4.266869529862171,0,26.5,4,11.803373905972435
paired_pulse,81,none,63,62,76,66,1,10,11,0,0.0,0,33.5,0,14.35
paired_pulse,81,open_loop,63,63,76,69,0,7,7,6,0.8533739059724342,0,31.5,0,10.620674781194488
paired_pulse,81,feedback,63,63,76,76,0,0,0,26,2.5601217179173026,0,19.5,0,3.7620243435834606
paired_pulse,82,none,67,65,88,67,2,21,23,0,0.0,0,29.5,0,25.95
paired_pulse,82,open_loop,67,67,88,70,0,18,18,6,0.8533739059724342,0,28.5,0,21.32067478119449
paired_pulse,82,feedback,67,67,88,82,0,6,6,32,4.266869529862171,0,21.5,0,10.603373905972434
paired_pulse,83,none,62,62,79,64,0,15,15,0,0.0,0,28.5,0,17.85
paired_pulse,83,open_loop,62,62,79,67,0,12,12,6,0.8533739059724342,0,25.5,0,15.020674781194488
paired_pulse,83,feedback,62,62,79,79,0,0,0,32,3.3882183322863315,0,23.5,0,4.627643666457267
paired_pulse,84,none,74,72,93,65,2,28,30,0,0.0,0,35.5,0,33.55
paired_pulse,84,open_loop,74,74,93,68,0,25,25,6,0.8533739059724342,0,34.5,0,28.92067478119449
paired_pulse,84,feedback,74,74,93,84,0,9,9,35,9.013690373352063,0,24.5,3,15.002738074670411
paired_pulse,85,none,84,68,77,65,16,12,28,0,0.0,0,33.5,0,31.35
paired_pulse,85,open_loop,84,71,77,68,13,9,22,6,0.8533739059724342,0,33.5,0,25.82067478119449
paired_pulse,85,feedback,84,81,77,77,3,0,3,52,6.801713956176068,0,6.5,0,7.6103427912352135
paired_pulse,86,none,79,78,80,67,1,13,14,0,0.0,0,41.5,0,18.15
paired_pulse,86,open_loop,79,79,80,70,0,10,10,6,0.8533739059724342,0,39.5,0,14.420674781194489
paired_pulse,86,feedback,79,79,80,79,0,1,1,51,9.670582728203621,0,7.5,3,6.234116545640725
paired_pulse,87,none,73,68,86,66,5,20,25,0,0.0,0,28.5,0,27.85
paired_pulse,87,open_loop,73,71,86,69,2,17,19,6,0.8533739059724342,0,28.5,0,22.32067478119449
paired_pulse,87,feedback,73,73,86,84,0,2,2,42,5.0949661442312,0,20.5,0,7.16899322884624
paired_pulse,88,none,76,67,82,74,9,8,17,0,0.0,0,28.5,0,19.85
paired_pulse,88,open_loop,76,70,82,77,6,5,11,6,0.8533739059724342,0,28.5,0,14.320674781194487
paired_pulse,88,feedback,76,76,82,82,0,0,0,38,4.266869529862171,0,12.5,0,4.003373905972435
paired_pulse,89,none,70,66,67,54,4,13,17,0,0.0,0,42.5,0,21.25
paired_pulse,89,open_loop,70,69,67,57,1,10,11,6,0.8533739059724342,0,42.5,0,15.720674781194488
paired_pulse,89,feedback,70,70,67,67,0,0,0,42,8.953365535196733,0,23.5,6,6.240673107039347
paired_pulse,90,none,64,52,80,68,12,12,24,0,0.0,0,43.5,0,28.35
paired_pulse,90,open_loop,64,55,80,71,9,9,18,6,0.8533739059724342,0,43.5,0,22.82067478119449
paired_pulse,90,feedback,64,64,80,80,0,0,0,40,6.801713956176068,0,27.5,0,6.1103427912352135
paired_pulse,91,none,52,49,80,63,3,17,20,0,0.0,0,43.5,0,24.35
paired_pulse,91,open_loop,52,52,80,66,0,14,14,6,0.8533739059724342,0,43.5,0,18.820674781194487
paired_pulse,91,feedback,52,52,80,71,0,9,9,22,4.1054355252932195,0,32.5,0,14.171087105058643
paired_pulse,92,none,77,74,76,64,3,12,15,0,0.0,0,40.5,0,19.05
paired_pulse,92,open_loop,77,77,76,67,0,9,9,6,0.8533739059724342,0,40.5,0,13.520674781194487
paired_pulse,92,feedback,77,77,76,76,0,0,0,56,8.125268920827704,0,6.5,0,5.075053784165542
paired_pulse,93,none,67,67,105,84,0,21,21,0,0.0,0,26.5,0,23.65
paired_pulse,93,open_loop,67,67,105,87,0,18,18,6,0.8533739059724342,0,26.5,0,21.120674781194488
paired_pulse,93,feedback,67,67,105,95,0,10,10,22,4.1054355252932195,0,34.5,0,15.371087105058642
paired_pulse,94,none,75,75,94,73,0,21,21,0,0.0,0,32.5,0,24.25
paired_pulse,94,open_loop,75,75,94,76,0,18,18,6,0.8533739059724342,0,29.5,0,21.42067478119449
paired_pulse,94,feedback,75,75,94,83,0,11,11,26,5.812183337238088,0,22.5,6,15.71243666744762
paired_pulse,95,none,74,74,89,74,0,15,15,0,0.0,0,30.5,0,18.05
paired_pulse,95,open_loop,74,74,89,77,0,12,12,6,0.8533739059724342,0,27.5,0,15.220674781194488
paired_pulse,95,feedback,74,74,89,86,0,3,3,44,9.670582728203621,0,18.5,0,8.984116545640724
paired_pulse,96,none,66,66,91,61,0,30,30,0,0.0,0,33.5,0,33.35
paired_pulse,96,open_loop,66,66,91,64,0,27,27,6,0.8533739059724342,0,30.5,0,30.52067478119449
paired_pulse,96,feedback,66,66,91,74,0,17,17,26,3.2773389109241906,0,20.5,0,21.00546778218484
paired_pulse,97,none,66,58,76,60,8,16,24,0,0.0,0,29.5,0,26.95
paired_pulse,97,open_loop,66,61,76,63,5,13,18,6,0.8533739059724342,0,29.5,0,21.42067478119449
paired_pulse,97,feedback,66,66,76,76,0,0,0,34,5.120243435834605,0,19.5,0,4.674048687166922
paired_pulse,98,none,74,74,72,72,0,0,0,0,0.0,0,26.5,0,2.6500000000000004
paired_pulse,98,open_loop,74,74,72,72,0,0,0,6,0.8533739059724342,0,20.5,0,2.5206747811944874
paired_pulse,98,feedback,74,74,72,72,0,0,0,22,1.681470520341463,0,10.5,0,2.4862941040682927
paired_pulse,99,none,76,76,86,76,0,10,10,0,0.0,0,30.5,0,13.05
paired_pulse,99,open_loop,76,76,86,79,0,7,7,6,0.8533739059724342,0,27.5,0,10.220674781194486
paired_pulse,99,feedback,76,76,86,86,0,0,0,40,4.984086722869059,0,16.5,0,4.646817344573812
paired_pulse,100,none,90,84,82,65,6,17,23,0,0.0,0,47.5,0,27.75
paired_pulse,100,open_loop,90,87,82,68,3,14,17,6,0.8533739059724342,0,47.5,0,22.22067478119449
paired_pulse,100,feedback,90,90,82,82,0,0,0,60,10.549233925779461,0,18.5,8,6.959846785155893
paired_pulse,101,none,69,69,78,66,0,12,12,0,0.0,0,33.5,0,15.35
paired_pulse,101,open_loop,69,69,78,69,0,9,9,6,0.8533739059724342,0,30.5,0,12.520674781194488
paired_pulse,101,feedback,69,69,78,78,0,0,0,32,8.125268920827704,0,18.5,4,5.075053784165541
paired_pulse,102,none,79,76,90,76,3,14,17,0,0.0,0,28.5,0,19.85
paired_pulse,102,open_loop,79,79,90,79,0,11,11,6,0.8533739059724342,0,28.5,0,14.320674781194487
paired_pulse,102,feedback,79,79,90,87,0,3,3,30,7.518931149182956,0,14.5,0,7.453786229836592
paired_pulse,103,none,75,68,71,63,7,8,15,0,0.0,0,35.5,0,18.55
paired_pulse,103,open_loop,75,71,71,66,4,5,9,6,0.8533739059724342,0,35.5,0,13.020674781194488
paired_pulse,103,feedback,75,75,71,71,0,0,0,34,5.120243435834605,0,16.5,0,4.374048687166922
paired_pulse,104,none,70,65,102,76,5,26,31,0,0.0,0,38.5,0,34.85
paired_pulse,104,open_loop,70,68,102,79,2,23,25,6,0.8533739059724342,0,38.5,0,29.32067478119449
paired_pulse,104,feedback,70,70,102,92,0,10,10,32,4.266869529862171,0,28.5,0,15.303373905972434
paired_pulse,105,none,80,74,73,60,6,13,19,0,0.0,0,44.5,0,23.45
paired_pulse,105,open_loop,80,77,73,63,3,10,13,6,0.8533739059724342,0,44.5,0,17.92067478119449
paired_pulse,105,feedback,80,80,73,73,0,0,0,56,8.236148342189844,0,7.5,0,5.197229668437969
paired_pulse,106,none,69,69,90,73,0,17,17,0,0.0,0,26.5,0,19.65
paired_pulse,106,open_loop,69,69,90,76,0,14,14,6,0.8533739059724342,0,23.5,0,16.820674781194487
paired_pulse,106,feedback,69,69,90,88,0,2,2,32,4.984086722869059,0,25.5,0,7.146817344573812
paired_pulse,107,none,68,68,90,72,0,18,18,0,0.0,0,27.5,0,20.75
paired_pulse,107,open_loop,68,68,90,75,0,15,15,6,0.8533739059724342,0,24.5,0,17.92067478119449
paired_pulse,107,feedback,68,68,90,88,0,2,2,32,4.1054355252932195,0,26.5,0,7.071087105058645
paired_pulse,108,none,80,79,84,69,1,15,16,0,0.0,0,40.5,0,20.05
paired_pulse,108,open_loop,80,80,84,72,0,12,12,6,0.8533739059724342,0,38.5,0,16.320674781194487
paired_pulse,108,feedback,80,80,84,84,0,0,0,48,8.125268920827704,0,15.5,4,5.575053784165541
paired_pulse,109,none,75,71,84,72,4,12,16,0,0.0,0,30.5,0,19.05
paired_pulse,109,open_loop,75,74,84,75,1,9,10,6,0.8533739059724342,0,30.5,0,13.520674781194488
paired_pulse,109,feedback,75,75,84,84,0,0,0,26,4.266869529862171,0,20.5,0,4.203373905972434
paired_pulse,110,none,69,64,82,68,5,14,19,0,0.0,0,33.5,0,22.35
paired_pulse,110,open_loop,69,67,82,71,2,11,13,6,0.8533739059724342,0,33.5,0,16.820674781194487
paired_pulse,110,feedback,69,69,82,82,0,0,0,28,3.413495623889737,0,24.5,0,4.532699124777948
paired_pulse,111,none,67,66,88,65,1,23,24,0,0.0,0,29.5,0,26.95
